,aid,themes,scores,title,types,year,directors,thems_map
442,m4ry5h1naszjlzh,"['家庭与团圆', '成长与自我发现', '勇敢面对困境', '支持和鼓励', '探索与冒险', '适应与融入']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",疯狂原始人,['搞笑' '喜剧' '儿童' '冒险' '动画'],2013,['科克·德·米科' '克里斯·桑德斯'],"['家庭与团圆', '成长与自我发现', '勇敢面对困境', '支持和鼓励', '挑战与冒险', '适应与融入']"
443,5jnb4fae4hzic9g,"['团队合作', '勇气与决定', '奇幻世界', '友谊与信任', '战争与和平', '忠诚与承诺']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",指环王1：护戒使者,['奇幻' '冒险' '剧情' '动作'],2001,['彼得·杰克逊'],"['团结与合作', '勇敢与决心', '奇幻世界', '忠诚与信任', '战争与和平', '忠诚与信任']"
444,mzc00200mt43s5r,"['灵异现象', '阴阳冲突', '民间信仰', '家族秘密', '真相与谎言']","[10.0, 9.0, 8.0, 7.0, 6.0]",黄皮子坟,['奇幻' '悬疑'],2021,['陈聚力'],"['灵异现象', '阴阳冲突', '民间信仰', '家族秘密', '真相与谎言']"
445,3fvg46217gw800n,"['生存与挑战', '环境与自然', '团队合作', '人类与自然的关系', '科技与未来', '牺牲与奉献']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]",流浪地球,['冒险' '剧情' '灾难' '科幻'],2019,['郭帆'],"['生存与挑战', '环境与自然', '团结与合作', '人类与自然的关系', '科技与未来', '牺牲和奉献']"
446,l73wciwdqfix4qm,"['困境与挑战', '冒险精神', '勇气与决定', '敌友关系']","[10.0, 9.0, 8.0, 7.0]",疯狂兰蛇,['悬疑' '冒险' '喜剧' '动作'],2019,['郭永顺'],"['生存与挑战', '冒险精神', '勇敢与决心', '敌友关系']"
447,ey8xq2gu3yfeerb,"['爱国主义', '勇气与决定', '团结与合作', '忠诚和承诺', '生死抉择', '希望与坚持']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",奇袭,['战争'],1960,['许又新'],"['爱国主义', '勇敢与决心', '团结与合作', '忠诚和承诺', '生死抉择', '信念与坚持']"
448,1s5e0q6hldrigax,"['勇气与决定', '忠诚和团结', '历史和文明', '政治与权力', '战争与和平', '牺牲和奉献']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",斯巴达300勇士,['奇幻' '战争' '历史' '动作'],2006,['诺姆·穆罗'],"['勇敢与决心', '忠诚和承诺', '历史和文明', '政治与权力', '战争与和平', '牺牲和奉献']"
449,mzc00200g2cy0mm,"['复仇与救赎', '信任与背叛', '忠诚和团结', '战斗与生存', '亲情疏远', '勇气和决定']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",夺命双娇,['犯罪' '亲情' '动作'],2020,['韩骏'],"['复仇与正义', '信任与背叛', '忠诚和承诺', '灾难与生存', '亲情疏远', '勇气与决定']"
450,fnp78uevykex5vc,"['团结与合作', '勇敢面对困境', '忠诚和承诺', '友谊与信任', '正义与清明', '冒险精神']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",A计划,['喜剧' '犯罪' '动作'],1983,['成龙'],"['团结与合作', '勇敢面对困境', '忠诚和承诺', '忠诚与信任', '正义与清明', '冒险精神']"
451,2t8gqigktxf78n3,"['正义与邪恶', '团队合作', '勇气与决定', '军事行动', '反恐任务', '科技与未来']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",特种部队,['冒险' '动作' '战争' '科幻' '惊悚'],2009,['斯蒂芬·索莫斯'],"['正义与清明', '团结与合作', '勇敢与决心', '军事行动', '反恐任务', '科技与未来']"
452,mzc00200r79j2lc,"['友谊', '团队合作', '冒险精神', '忠诚和承诺', '成长与自我发现', '善恶较量']","[10.0, 9.5, 9.0, 9.0, 8.5, 8.0]",小羊肖恩2：末日农场,['冒险' '喜剧' '动画' '科幻'],2019,['威尔·比彻' 'Richard Phelan'],"['友谊', '团结与合作', '冒险精神', '忠诚和承诺', '成长与自我发现', '善恶较量']"
453,9h8door60ma311n,"['职业道德', '信任与背叛', '军事行动', '国家荣誉', '身份追寻', '敌友关系']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",谍影重重3,['冒险' '剧情' '动作' '悬疑' '惊悚'],2007,['保罗·格林格拉斯'],"['职业道德', '信任与背叛', '军事行动', '国家荣誉', '身份追寻', '敌友关系']"
454,83wyggj7verlr42,"['抗日战争', '团结与合作', '勇气与决定', '战争与和平', '国家荣誉', '爱国主义']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",突破乌江,['战争' '剧情'],1961,['李昂' '李舒田'],"['抗日战争', '团结与合作', '勇敢与决心', '战争与和平', '国家荣誉', '爱国主义']"
455,c4egagk9s7kgpr3,"['军事行动', '团队合作', '职业道德', '勇气与决定', '忠诚与承诺']","[10.0, 9.0, 8.0, 8.0, 7.0]",中国兵王,['剧情' '励志' '动作'],2016,['胥明文'],"['军事行动', '团结与合作', '职业道德', '勇敢与决心', '忠诚与信任']"
456,mzc002005mt4njy,"['宝藏寻找', '团队合作', '勇敢面对困境', '冒险精神']","[10.0, 9.5, 9.0, 8.5]",黄金蜘蛛城,['悬疑' '冒险' '亲情' '爱情'],2021,['代艺霖'],"['宝藏寻找', '团结与合作', '勇敢面对困境', '冒险精神']"
457,mzc00200rujgpdm,"['科技与未来', '心理与健康', '犯罪与黑帮', '家庭关系', '信任与背叛', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",断网,['犯罪'],2022,['黄庆勋'],"['科技与未来', '心理与健康', '犯罪与惩罚', '家庭关系', '信任与背叛', '生死抉择']"
458,kzhcitf07bg2pxy,"['正义与责任', '信任与背叛', '团队合作', '政治与权力', '英雄与决策', '人性挣扎']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",美国队长3：内战,['科幻' '冒险' '动作'],2016,['乔·卢素' '安东尼·卢素'],"['正义与清明', '信任与背叛', '团结与合作', '政治与权力', '反英雄', '人性挣扎']"
459,qxlvauamtoi399d,"['成长与自我发现', '友谊', '勇气与决定', '自信']","[9.0, 8.0, 8.0, 7.0]",恐龙王,['冒险' '喜剧' '励志' '动画'],2018,['施雅雅'],"['成长与自我发现', '友谊', '勇敢与决心', '自信']"
460,mzc00200ahwvhog,"['环保意识', '真爱与牺牲', '人类与魔法生物的冲突', '善恶较量']","[10.0, 9.0, 8.0, 7.0]",美人鱼,['奇幻' '爱情' '动作'],2021,['童伟' '张大尉'],"['环保意识', '真爱与选择', '人类与魔法生物的冲突', '善恶较量']"
461,ob3ji0mt2leqz1c,"['战斗与成长', '人类与魔法生物的冲突', '正义与邪恶', '力量与责任', '勇气与决定', '团队合作']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",龙珠超：布罗利,['奇幻' '冒险' '动画' '动作'],2018,['长峰达也'],"['亲情与成长', '人类与魔法生物的冲突', '正义与清明', '力量与责任', '勇敢与决心', '团结与合作']"
462,mzc002004mgy5nn,"['爱国主义', '勇气与决定', '团结与合作', '战斗与成长', '抗日战争', '忠诚和承诺']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",最可爱的人,['战争' '动画'],2020,['何澄' '韩笑'],"['爱国主义', '勇敢与决心', '团结与合作', '亲情与成长', '抗日战争', '忠诚和承诺']"
463,mzc00200ilmxmyx,"['社会平等', '勇敢面对困境', '团队合作', '忠诚和承诺', '诚实和开放', '防范犯罪']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",恶到必除,['犯罪' '剧情' '动作'],2022,['姜晓通'],"['社会平等', '勇敢面对困境', '团结与合作', '忠诚和承诺', '诚实和开放', '防范犯罪']"
464,6wsdkivwkpm200e,"['家庭矛盾与和解', '勇敢面对困境', '社会责任与关爱', '命运与选择', '友谊与信任', '忍耐与智慧']","[9.0, 8.0, 7.0, 6.0, 5.0, 4.0]",卧虎,['剧情' '犯罪'],2006,['王光利' '麦子善'],"['家庭矛盾', '勇敢面对困境', '社会责任与关爱', '真爱与选择', '忠诚与信任', '欺诈与智慧']"
465,mzc00200q0tlnv4,"['亲情与成长', '重拾信任', '勇敢面对困境', '家庭团圆', '探索与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0]",熊出没·伴我熊芯,['喜剧' '动画' '科幻'],,['林永长' '邵和麒'],"['亲情与成长', '重拾信任', '勇敢面对困境', '家庭与团圆', '挑战与冒险']"
466,mzc00200gyw6u04,"['忠诚和团结', '信任和诚实', '勇气和冒险', '冲突与和解', '欺诈与智慧', '敌友关系']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",一眉先生,['搞笑' '动作' '奇幻' '喜剧' '悬疑' '惊悚'],2021,['刘观伟'],"['忠诚和承诺', '信任和诚实', '勇气和冒险', '冲突与和解', '欺诈与智慧', '敌友关系']"
467,6gdjrhmwin7k9kd,"['家族纷争与和解', '勇气与决定', '团结与合作', '忠诚与背叛', '传统与现代', '希望与坚持']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",巴霍巴利王2：终结,['剧情' '动作' '奇幻' '战争' '历史'],2017,['S·S·拉贾穆里'],"['家族纷争', '勇敢与决心', '团结与合作', '信任与背叛', '传统与现代', '信念与坚持']"
468,mzc00200ewo6hkz,"['友谊与信任', '勇气与决定', '成长与自我发现', '团结与合作', '动物与人类和谐共处', '乐观向上']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",芒咕的动物城,['喜剧' '动画'],2018,['阿齐兹·金达尼'],"['忠诚与信任', '勇敢与决心', '成长与自我发现', '团结与合作', '动物与人类和谐共处', '乐观向上']"
469,d2360qs31p6mb9j,"['探险与冒险', '勇气与决定', '友谊与信任', '竞争与合作', '隐藏的宝藏', '逃脱险境']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",夺宝奇兵,['冒险' '恐怖' '动作' '奇幻' '惊悚'],1981,['史蒂文·斯皮尔伯格'],"['挑战与冒险', '勇敢与决心', '忠诚与信任', '团结与合作', '隐藏的宝藏', '逃脱险境']"
470,yczrht5fgrvxdg5,"['忠诚与团结', '友谊', '勇气和冒险', '善恶较量', '误入江湖', '欺诈与智慧']","[9.0, 9.0, 8.0, 8.0, 7.0, 7.0]",红番区,['喜剧' '犯罪' '动作'],1995,['唐季礼'],"['忠诚与信任', '友谊', '勇气和冒险', '善恶较量', '误入江湖', '欺诈与智慧']"
471,y1k1svrj2skmiad,"['女性力量与平等', '友谊与信任', '抗日战争', '团结与合作', '勇气与决定', '坚持与信念']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",娘子军传奇,['战争' '剧情'],2017,['孟奇'],"['女性力量与平等', '忠诚与信任', '抗日战争', '团结与合作', '勇敢与决心', '坚持与信念']"
472,nce9sjrgzzsyzdr,"['生死抉择', '时间错乱', '多元宇宙', '勇敢面对困境', '自我救赎', '善恶较量']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",忌日快乐2,['悬疑' '惊悚' '恐怖'],2019,['克里斯托弗·兰登'],"['生死抉择', '时间错乱', '多元宇宙', '勇敢面对困境', '自我救赎', '善恶较量']"
473,al82o6c7gpd6w5t,"['团队合作', '勇气与决定', '警察与侦探', '成功与失败', '友谊与信任']","[9.0, 8.0, 8.0, 7.0, 7.0]",A计划续集,['犯罪' '剧情' '喜剧' '动作'],1987,['成龙'],"['团结与合作', '勇敢与决心', '警察与犯罪', '成功与失败', '忠诚与信任']"
474,mzc00200wzato97,"['政治与权力', '真相与谎言', '历史和文明', '冲突与和解', '家族秘密', '道义与背叛']","[9.0, 9.0, 8.0, 8.0, 7.0, 7.0]",秘密决定,['惊悚' '剧情' '历史'],2016,['奥利维耶·阿森兰'],"['政治与权力', '真相与谎言', '历史和文明', '冲突与和解', '家族秘密', '信任与背叛']"
475,mzc0020065i1scb,"['神话与传说', '真爱与牺牲', '冒险精神', '魔法与传说', '勇敢面对困境']","[10.0, 9.0, 8.0, 7.0, 6.0]",东海人鱼传2,['奇幻' '冒险' '爱情' '古装'],2021,['崔炎龙' '阮健恒'],"['神话与传说', '真爱与选择', '冒险精神', '神话与传说', '勇敢面对困境']"
476,mzc002008x4lh9y,"['家庭矛盾与和解', '亲情与成长', '忠诚与承诺', '友谊与信任']","[9.0, 8.0, 7.0, 6.0]",东北告别天团2,['剧情' '喜剧' '亲情' '搞笑'],,['崔志佳'],"['家庭矛盾', '亲情与成长', '忠诚与信任', '忠诚与信任']"
477,mzc00200g6ceegg,"['生存与挑战', '冲突与和解', '真相与谎言', '勇气与决定', '信任与背叛', '团队合作']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",极寒风暴,['惊悚' '犯罪' '动作'],2019,['弗雷德里克·帕蒂让'],"['生存与挑战', '冲突与和解', '真相与谎言', '勇敢与决心', '信任与背叛', '团结与合作']"
478,2zcdm39mrcgbuxh,"['灵异现象', '阴阳冲突', '恐惧与挑战', '真相与谎言', '家族秘密', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",厉鬼将映,['惊悚' '恐怖'],2008,['索分·沙达菲斯'],"['灵异现象', '阴阳冲突', '生存与挑战', '真相与谎言', '家族秘密', '生死抉择']"
479,6bxb2yc7mskrdoz,"['宝藏寻找', '冒险精神', '邪恶与正义', '勇气与决定', '海盗文化', '友谊与信任']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",加勒比海盗1：鬼盗船魔咒,['奇幻' '冒险' '动作'],2003,['戈尔·维宾斯基'],"['宝藏寻找', '冒险精神', '复仇与正义', '勇敢与决心', '海盗文化', '忠诚与信任']"
480,nzg0xj0g3x643k2,"['环境与自然', '生存与挑战', '家庭与团圆', '科技与未来', '爱情', '勇气与决定']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",呼吸,['剧情' '爱情' '灾难' '科幻' '家庭' '悬疑' '惊悚'],2018,['丹尼尔·罗比'],"['环境与自然', '生存与挑战', '家庭与团圆', '科技与未来', '爱情', '勇敢与决心']"
481,a3mj24l2jx3fay0,"['江湖武侠', '奇幻与超自然', '忠诚与团结', '师徒关系', '自我与成长', '家族秘密']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",新天龙八部之天山童姥,['武侠' '动作' '古装'],1994,['钱永强'],"['江湖武侠', '奇幻与超自然', '忠诚与信任', '师徒关系', '亲情与成长', '家族秘密']"
482,ffbnnbp8iduyi0a,"['生存与挑战', '灾难与生存', '人类与自然的关系', '生死抉择', '勇气与决定', '团队合作']","[10.0, 10.0, 9.0, 9.0, 8.0, 8.0]",生化危机3：灭绝,['惊悚' '恐怖' '科幻' '动作'],2007,['拉塞尔·马尔卡希'],"['生存与挑战', '灾难与生存', '人类与自然的关系', '生死抉择', '勇敢与决心', '团结与合作']"
483,mzc00200a9mx95k,"['奇幻与超自然', '神话与传说', '文化与传承', '探索与冒险', '勇气和冒险']","[9.0, 8.0, 7.0, 6.0, 5.0]",龙脉·八幡神域,['冒险' '剧情' '动作'],2021,['李伯勋'],"['奇幻与超自然', '神话与传说', '文化与传承', '挑战与冒险', '勇气和冒险']"
484,44jy24n86wmax84,"['人类与自然的关系', '生存与挑战', '恐惧与挑战', '团队合作']","[10.0, 9.0, 9.0, 8.0]",大白鲨,['冒险' '恐怖' '剧情' '灾难' '惊悚'],1975,['史蒂文·斯皮尔伯格'],"['人类与自然的关系', '生存与挑战', '生存与挑战', '团结与合作']"
485,qri73x704693hkr,"['忠诚和团结', '勇气和冒险', '欺诈与智慧', '敌友关系', '警察与侦探', '笑料']","[9.0, 8.0, 8.0, 7.0, 7.0, 6.0]",猛龙神探,['冒险' '喜剧' '犯罪' '动作'],1998,['毛强邦'],"['忠诚和承诺', '勇气和冒险', '欺诈与智慧', '敌友关系', '警察与犯罪', '恶搞与搞笑']"
486,g371xvfd1r8rdt3,"['人类与外星生物交流', '友谊与信任', '团队合作', '童年回忆']","[9.0, 8.0, 7.0, 6.0]",像素大战,['搞笑' '动作' '喜剧' '科幻' '冒险'],2015,['克里斯·哥伦布'],"['人类与外星生物交流', '忠诚与信任', '团结与合作', '童年回忆']"
487,feqfsbsngr2re6e,"['心理与健康', '成长与自我发现', '友谊与信任', '沟通与理解', '自我接受', '道歉与原谅']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",声之形,['剧情' '动画' '爱情'],2016,['山田尚子'],"['心理与健康', '成长与自我发现', '忠诚与信任', '沟通与理解', '自我接受', '道歉与原谅']"
488,mzc00200rfp71aj,"['生存与挑战', '勇气与决定', '真爱与选择', '环境与自然', '犯罪与黑帮', '战胜恐惧']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",深海蛇难,['惊悚' '灾难' '爱情' '动作'],2022,['武洋'],"['生存与挑战', '勇敢与决心', '真爱与选择', '环境与自然', '犯罪与惩罚', '战胜恐惧']"
489,rmlwul8yr5rgxik,"['团队合作', '勇气与决定', '成长与自我发现', '挑战与胜利', '运动精神', '励志故事']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",激战,['运动' '剧情' '励志' '动作'],2013,['林超贤'],"['团结与合作', '勇敢与决心', '成长与自我发现', '挑战与冒险', '运动精神', '家族支持与励志']"
490,mzc00200uvgh0p1,"['团结与合作', '勇气与决定', '探索与冒险', '战胜恐惧', '身份追寻']","[10.0, 9.0, 8.0, 7.0, 6.0]",寻龙传说,['奇幻' '冒险' '动画' '动作'],2021,['唐·霍尔' '卡洛斯·洛佩斯·埃斯特拉达' '保罗·布里格斯' '约翰·瑞帕'],"['团结与合作', '勇敢与决心', '挑战与冒险', '战胜恐惧', '身份追寻']"
491,mzc00200h4d6muf,"['神话与传说', '爱情', '文化与传承', '奇幻与超自然']","[10.0, 9.0, 8.0, 7.0]",封神之九曲黄河阵,['奇幻' '爱情' '古装'],2021,['戴希帆'],"['神话与传说', '爱情', '文化与传承', '奇幻与超自然']"
492,w7vmjen1fzoeygx,"['英雄与恶人', '道义与背叛', '犯罪与正义', '忠诚与承诺', '勇气与决定', '人性挣扎']","[10.0, 9.0, 9.0, 8.0, 7.0, 7.0]",蝙蝠侠：黑暗骑士,['剧情' '动作' '科幻' '惊悚' '犯罪'],2008,['克里斯托弗·诺兰'],"['反英雄', '信任与背叛', '犯罪与惩罚', '忠诚与信任', '勇敢与决心', '人性挣扎']"
493,ofii3ph4trxgetv,"['成长与自我发现', '友谊', '爱情', '犯罪与黑帮', '勇气与决定', '逃脱险境']","[9.0, 8.0, 7.0, 6.0, 5.0, 4.0]",窈窕赌女2,['冒险' '剧情' '爱情'],2016,['邓司令'],"['成长与自我发现', '友谊', '爱情', '犯罪与惩罚', '勇敢与决心', '逃脱险境']"
494,mzc0020051fdx8v,"['困境与挑战', '心理与健康', '战胜恐惧', '团队合作', '悬疑解谜', '生存与挑战']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",密室逃生2,['悬疑' '惊悚'],2021,['亚当·罗比特尔'],"['生存与挑战', '心理与健康', '战胜恐惧', '团结与合作', '悬疑解谜', '生存与挑战']"
495,e2rt42iw6cv1ndq,"['友谊', '勇气和冒险', '忠诚和团结', '奇幻世界', '善恶较量', '信念与坚持']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",指环王2：双塔奇兵,['剧情' '动作' '奇幻' '战争' '科幻' '冒险'],2002,['彼得·杰克逊'],"['友谊', '勇气和冒险', '忠诚和承诺', '奇幻世界', '善恶较量', '信念与坚持']"
496,mzc00200mku06ac,"['阴阳冲突', '法术与传说', '神秘与恐惧', '民间信仰', '犯罪与黑帮', '勇敢面对困境']","[10.0, 10.0, 9.0, 9.0, 8.0, 7.0]",阴阳打更人,['奇幻' '悬疑' '犯罪'],2022,['陈文勇'],"['阴阳冲突', '神话与传说', '神秘与恐惧', '民间信仰', '犯罪与惩罚', '勇敢面对困境']"
497,ccd36tevohjt9ze,"['家庭与团圆', '成长与自我发现', '爱情与友谊', '环境与自然', '冒险精神', '搞笑']","[9.5, 9.0, 8.5, 8.0, 7.5, 7.0]",疯狂原始人2,['奇幻' '喜剧' '家庭' '冒险' '动画'],2020,['乔尔·克劳福德'],"['家庭与团圆', '成长与自我发现', '真诚与友谊', '环境与自然', '冒险精神', '恶搞与搞笑']"
498,4d87ps7yavm9o4q,"['家庭矛盾与和解', '道义与法律', '自我救赎', '人性挣扎', '法律与正义', '婚姻危机']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",良家妇女,['剧情' '伦理'],1985,['黄健中'],"['家庭矛盾', '道义与背叛', '自我救赎', '人性挣扎', '复仇与正义', '婚姻危机']"
499,2xbuwur7uez1ki5,"['神话与传说', '真爱与选择', '道义与背叛', '勇气与决定']","[10.0, 9.0, 8.0, 7.0]",新白蛇传之法海,['剧情' '爱情' '古装'],2018,['窦微'],"['神话与传说', '真爱与选择', '信任与背叛', '勇敢与决心']"
500,bnquia4kbk3mn51,"['恐惧与挑战', '灵异现象', '生死抉择', '勇敢面对困境']","[10.0, 9.0, 8.0, 7.0]",恐怖游泳馆,['惊悚' '恐怖'],2015,['袁杰'],"['生存与挑战', '灵异现象', '生死抉择', '勇敢面对困境']"
501,9y1gpuu0qmsd65t,"['战争与和平', '历史和文明', '勇气和决定', '团队合作', '政治与权力', '忠诚和承诺']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",兵临城下,['战争' '剧情' '历史'],2001,['让' '雅克·阿诺'],"['战争与和平', '历史和文明', '勇气与决定', '团结与合作', '政治与权力', '忠诚和承诺']"
502,mzc00200rif80ot,"['团队合作', '生存与挑战', '探索与冒险', '环境与自然', '科学探索', '亲情与成长']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",复活侏罗纪,['冒险' '亲情' '动作'],2022,['赵聪'],"['团结与合作', '生存与挑战', '挑战与冒险', '环境与自然', '科学探索', '亲情与成长']"
503,mzc0020078j67nu,"['复仇与救赎', '信任与背叛', '勇敢面对困境', '犯罪与黑帮', '正义与清明', '职业道德']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",孤胆追踪者,['惊悚' '动作'],2019,['乔治·塞拉菲尼'],"['复仇与正义', '信任与背叛', '勇敢面对困境', '犯罪与惩罚', '正义与清明', '职业道德']"
504,39xwd8yw7g8pwoh,"['信任与背叛', '道义与法律', '勇气与决定', '敌友关系', '生死抉择', '自我救赎']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",生死路,['悬疑' '剧情' '犯罪' '动作'],2010,['阿健'],"['信任与背叛', '道义与背叛', '勇敢与决心', '敌友关系', '生死抉择', '自我救赎']"
505,ug0v89tz75l6quj,"['民族荣誉', '传统与现代', '勇气与决定', '战争与和平', '国家荣誉']","[10.0, 9.0, 8.0, 7.0, 6.0]",暹罗之战,['战争' '剧情' '历史' '动作'],2015,['Thanawut Ketsaro'],"['民族荣誉', '传统与现代', '勇敢与决心', '战争与和平', '国家荣誉']"
506,t0vhyoc5j9jcuc3,"['成长与自我发现', '亲情与成长', '勇敢面对困境', '亲情和关怀', '忠诚和团结', '教育']","[10.0, 10.0, 9.0, 9.0, 8.0, 8.0]",新大头儿子和小头爸爸之秘密计划,['家庭' '儿童' '动画'],2014,['何澄'],"['成长与自我发现', '亲情与成长', '勇敢面对困境', '亲情和关怀', '忠诚和承诺', '教育']"
507,ofhvvsv07z16dym,"['武术传承', '师徒关系', '传统与现代', '民族荣誉', '勇气与决定', '自我救赎']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",醉拳2,['喜剧' '动作'],1994,['刘家良'],"['武术传承', '师徒关系', '传统与现代', '民族荣誉', '勇敢与决心', '自我救赎']"
508,eyiul3wq1cj6eel,"['自信', '真爱与选择', '勇敢面对困境']","[10.0, 9.0, 8.0]",小美人鱼,['爱情' '奇幻' '家庭' '冒险' '动画'],1989,['罗恩·克莱蒙兹' '约翰·马斯克'],"['自信', '真爱与选择', '勇敢面对困境']"
509,wmyudpf89gr3yem,"['复仇与救赎', '汽车文化', '自由与救赎', '生死抉择', '勇气与决定']","[9.0, 9.0, 8.0, 8.0, 7.0]",死亡飞车,['犯罪' '惊悚' '科幻' '动作'],2008,['保罗·安德森'],"['复仇与正义', '汽车文化', '复仇与救赎', '生死抉择', '勇敢与决心']"
510,nn5ydvujnq0ptak,"['恐惧与挑战', '灵异现象', '阴谋与权谋', '真相与谎言']","[9.0, 8.0, 7.0, 6.0]",致命请柬,['恐怖' '剧情' '悬疑' '惊悚' '鬼怪'],2011,['孙小光' '靳鑫鹏'],"['生存与挑战', '灵异现象', '阴谋与权谋', '真相与谎言']"
511,qbwmqecc3zwb8as,"['友谊与信任', '成长与自我发现', '喜剧式励志', '真诚与友谊']","[10.0, 9.0, 8.0, 7.0]",追男仔,['喜剧'],1993,['林庆隆' '王晶'],"['忠诚与信任', '成长与自我发现', '喜剧式励志', '友谊']"
512,mzc00200x7pl0aw,"['家族秘密', '神秘与恐惧', '勇气与决定', '谜团解开', '诅咒与解除', '冒险精神']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",牧野诡事之赤丹珠,['奇幻' '冒险' '动作'],,['陈聚力'],"['家族秘密', '神秘与恐惧', '勇敢与决心', '谜团解开', '诅咒与解除', '冒险精神']"
513,d7wpdfq82ma9mo5,"['勇气与决定', '战争与和平', '忠诚和承诺', '团结和支持', '坚持与信念', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",战场,['战争' '剧情' '动作'],1949,['威廉·A·韦尔曼'],"['勇敢与决心', '战争与和平', '忠诚和承诺', '团结和支持', '坚持与信念', '生死抉择']"
514,yo4mqjh2fiufgx6,"['间谍活动', '信任与背叛', '国家荣誉', '职业道德', '真相与谎言', '勇气与决定']","[10.0, 9.0, 8.0, 7.0, 6.0, 6.0]",特务风云,['悬疑' '惊悚' '剧情'],2006,['罗伯特·德尼罗'],"['间谍活动', '信任与背叛', '国家荣誉', '职业道德', '真相与谎言', '勇敢与决心']"
515,b7luyjhoyiuhg6v,"['民族荣誉', '武术传承', '师徒关系', '忠诚与团结', '勇敢面对困境', '传统与现代']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",黄飞鸿,['剧情' '爱情' '动作' '武侠' '古装'],1991,['徐克'],"['民族荣誉', '武术传承', '师徒关系', '忠诚与信任', '勇敢面对困境', '传统与现代']"
516,mzc002008yq8kj2,"['成长与自我发现', '友谊', '奇幻与超自然', '困境与挑战', '救赎', '神话与传说']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",山海经之再见怪兽,['奇幻' '冒险' '动画'],2022,['黄健明'],"['成长与自我发现', '友谊', '奇幻与超自然', '生存与挑战', '复仇与救赎', '神话与传说']"
517,mzc002007ilyny0,"['友谊与信任', '自我成长', '勇敢面对困境', '冒险精神', '乐观向上', '团队合作']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",银河宝贝,['冒险' '喜剧' '动画' '动作'],2021,['江南' '蔡宏平'],"['忠诚与信任', '自我与成长', '勇敢面对困境', '冒险精神', '乐观向上', '团结与合作']"
518,mzc00200o1afivn,"['爱国主义', '忠诚与团结', '犯罪与黑帮', '政治与权力', '牺牲与奉献', '勇气与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",绝对忠诚之国家利益,['悬疑' '剧情' '犯罪' '动作'],2020,['常征'],"['爱国主义', '忠诚与信任', '犯罪与惩罚', '政治与权力', '牺牲和奉献', '勇气与决定']"
519,siubyl6cjudi7nt,"['政治与权力', '信任与背叛', '忠诚与背叛', '科技与未来', '勇气与冒险', '真相与谎言']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",007之黑日危机,['惊悚' '冒险' '动作'],1999,['迈克尔·艾普特'],"['政治与权力', '信任与背叛', '信任与背叛', '科技与未来', '勇气与决定', '真相与谎言']"
