,baseCid,cid,algo_type,pay_amt,sd_income,pay_amount,buy_times,duration_type,ip,ip_of_baseCid
1353,KhsqGHtMdf1618908958627,eAvjxVHnBs1664440332770,replace,28.00,28.0000,28.0,2.0,月卡,,喜羊羊与灰太狼
1354,SKrdakpQYI1647395959166,LkttuGfByQ1687258543520,replace,1.00,1.0000,1.0,1.0,周卡,,
1355,dcFXccjtWN1670988679451,NAxbUgMrki1653536124186,trex,69.00,34.5000,69.0,4.0,季卡,,
1356,dyILJGATFU1662601083618,RISpVxzCeC1601006304441,trex,1.00,1.0000,1.0,1.0,周卡,小猪佩奇,
1357,dyILJGATFU1662601083618,RISpVxzCeC1601006304441,trex,1.00,0.5000,1.0,1.0,周卡,小猪佩奇,
1358,TWLFYaSwzS1615262192462,dNUkdLPkci1585650051748,trex,1.00,0.2000,1.0,2.0,周卡,超级宝贝JoJo,超级宝贝JoJo
1359,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,28.00,28.0000,28.0,7.0,月卡,,
1360,RYkFLhqgAh1608551836986,HQxPqhSsuF1598351177549,trex,1.00,1.0000,1.0,3.0,周卡,贝乐虎,宝宝巴士
1361,BGpgEjjKgS1678844135010,xrMozAADxb1676882387154,trex,28.00,28.0000,28.0,2.0,月卡,,
1362,TxwHaxEqjm1678941730402,cJkHbeOZrt1614159028262,trex,28.00,28.0000,28.0,2.0,月卡,汽车世界,
1363,SKrdakpQYI1647395959166,LkttuGfByQ1687258543520,trex,1.00,1.0000,1.0,2.0,周卡,,
1364,RqVmIZkcKv1690860161766,iRdDTVcUVg1611236386907,trex,28.00,28.0000,28.0,21.0,月卡,奶龙、飞狗moco等,
1365,KGOVyEIsKZ1634799996684,TScckgolHu1676272271292,trex,19.00,19.0000,19.0,1.0,月卡,,迷你小洞
1366,IVdLLhkvGf1670916999017,cPkceFEDXy1622805529564,trex,1.00,1.0000,1.0,2.0,周卡,睡衣小英雄,
1367,tftfYiDenv1658217865573,RqVmIZkcKv1690860161766,trex,1.00,0.5000,1.0,2.0,周卡,,
1368,QtVxlMBLWz1688620704695,wdIZnLoVAZ1637670631371,trex,55.00,55.0000,55.0,2.0,季卡,汽车世界,
1369,GIOJgYNlcu1686359408100,BsAviIewOC1684808496474,trex,28.00,14.0000,28.0,15.0,月卡,,
1370,ZFuEAGtOHx1629880899031,KGOVyEIsKZ1634799996684,trex,19.00,19.0000,19.0,1.0,月卡,迷你小洞,迷你小洞
1371,nmyUqVpBlr1614164299502,NygekjRZff1623117704825,trex,59.00,59.0000,59.0,2.0,季卡,汪汪队,汪汪队
1372,BzxTCFpJoo1605167479239,zhvxKihfqb1605582983847,trex,1.00,0.3400,1.0,1.0,周卡,奥特曼,奥特曼
1373,MYqzwTgTUJ1670464318083,HTzlrpzuJO1683191028027,trex,28.00,28.0000,28.0,12.0,月卡,,
1374,UmJWTGytlr1603353338918,fJPIcGhKKJ1631070511402,trex,19.00,19.0000,19.0,2.0,月卡,宇宙护卫队,宇宙护卫队
1375,BALbKjYgHU1676006246907,rWpmxwvifN1676529968399,trex,229.00,229.0000,229.0,4.0,年卡,,
1376,VbHulUqOGv1604975827938,HrdjqqPfPH1659592081029,trex,28.00,28.0000,28.0,2.0,月卡,,奥特曼
1377,acZMEasvmY1632971111574,hsEUzjShxH1605167479239,trex,1.00,1.0000,1.0,1.0,周卡,奥特曼,奥特曼
1378,FlXcsUAkcX1638945495163,WWGFIFgTLQ1652268056747,trex,28.00,28.0000,28.0,5.0,月卡,,
1379,kbMIwJkJwP1672986781650,jBFOZMiYPJ1611912236338,trex,19.00,19.0000,19.0,5.0,月卡,,
1380,cnJsMXksKs1675301532751,VnukKzayCX1672030917761,trex,28.00,28.0000,28.0,1.0,月卡,,
1381,UURbnpvpeR1636529242608,FEMNHzsqfL1637825938738,trex,55.00,55.0000,55.0,18.0,季卡,迷你特工队,迷你特工队
1382,nmsViYFPMx1680596525311,hySsvHQcbe1639988434585,trex,19.00,19.0000,19.0,1.0,月卡,,
1383,KcLUnaQzax1682498008320,GExqbHJUww1681277445890,trex,19.00,19.0000,19.0,2.0,月卡,,
1384,xGOuQqrDhj1672030794752,YLdPMFfCYq1641886501615,trex,6.60,2.2000,6.6,2.0,月卡,,
1385,VNJkxQHFny1656470142305,tvFfwdYQPJ1607597946533,trex,9.90,9.9000,9.9,1.0,月卡,奥特曼,
1386,fmSbARsZkS1670463313338,MYqzwTgTUJ1670464318083,trex,229.00,28.6300,229.0,2.0,年卡,,
1387,qDZzVdpolG1657872794408,zwBNDjyeQR1685430516709,trex,19.00,19.0000,19.0,1.0,月卡,,
1388,qJRLeouhAI1604975827938,zhvxKihfqb1605582983847,trex,1.00,0.3400,1.0,1.0,周卡,奥特曼,奥特曼
1389,TWLFYaSwzS1615262192462,dNUkdLPkci1585650051748,trex,9.90,9.9000,9.9,1.0,月卡,超级宝贝JoJo,超级宝贝JoJo
1390,maqsMtkWQk1599120789033,SUNAZQluJR1599823958091,trex,1.00,1.0000,1.0,3.0,周卡,喜羊羊与灰太狼,喜羊羊与灰太狼
1391,RuRWBcnHDt1602559136932,tkKYCSITau1602559136932,trex,1.00,1.0000,1.0,1.0,周卡,,
1392,HnEuRJIfZh1657610791952,PSatlunhaq1660543123348,trex,55.00,55.0000,55.0,3.0,季卡,,
1393,tftfYiDenv1658217865573,HgCggrKDkP1629110445085,trex,89.00,12.7100,89.0,1.0,季卡,奶龙、飞狗moco等,
1394,DyzWzWMvUk1635496220327,UPdHIgVdHs1682506060206,trex,28.00,28.0000,28.0,13.0,月卡,,迷你特工队
1395,iRdDTVcUVg1611236386907,rSpHAEkwVa1606974409138,trex,1.00,1.0000,1.0,3.0,周卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1396,iOajuTbXSr1626157126025,KhsqGHtMdf1618908958627,trex,28.00,28.0000,28.0,15.0,月卡,喜羊羊与灰太狼,喜羊羊与灰太狼
1397,saErrhtYrY1664341795960,hpqgSCJoSl1682393454765,trex,28.00,27.9900,28.0,3.0,月卡,,
1398,MrErPixGJB1641353528865,FxokcHJvjW1600773805774,trex,28.00,28.0000,28.0,3.0,月卡,精灵梦叶罗丽,精灵梦叶罗丽
1399,MUJEGQohWx1600856680039,WbwpEjScVz1669104586882,trex,1.00,1.0000,1.0,1.0,周卡,,猪猪侠
1400,jAGHvKfxCC1601282023158,myBUORExsy1676272178125,trex,59.00,59.0000,59.0,7.0,季卡,,小猪佩奇
1401,sAZVsTNFan1657257211876,GpjwuPaNlh1665367739142,trex,19.00,19.0000,19.0,1.0,月卡,,
1402,QvAUFmzjsW1660197970437,QkdvkeRKHi1649916184143,trex,28.00,28.0000,28.0,3.0,月卡,,
1403,wgIKFPmLDT1611063103801,bVbjiZeJiE1621843432353,trex,28.00,28.0000,28.0,1.0,月卡,,动物兄弟
1404,GVaYrRXtlt1649321746979,aNJeikVxTd1659065776959,trex,28.00,28.0000,28.0,8.0,月卡,,
1405,wqrYhlChGe1648535179772,ieVJioMXIw1623930586102,trex,1.00,0.1700,1.0,1.0,周卡,蜡笔小新,
1406,LlzCBprKOR1604975827938,zhvxKihfqb1605582983847,trex,1.00,0.1700,1.0,1.0,周卡,奥特曼,奥特曼
1407,mqWmcoUrMh1653645175924,XNWdIjiVlq1605749966333,trex,19.00,18.9900,19.0,1.0,月卡,,
1408,TjEtteJEcb1655117438538,OHfpSPOqVR1650444348251,trex,89.00,89.0000,89.0,16.0,季卡,小猪佩奇,
1409,WVoFwiGrih1668998739307,HUttfMLhOB1663576378835,trex,1.00,0.3300,1.0,2.0,周卡,,
1410,pckZNJBWmS1660874517669,VRbMKviOdp1657607041259,trex,69.00,69.0000,69.0,2.0,季卡,,
1411,lDrtHwVULM1619508957537,mHVAcUTouD1622777140762,trex,28.00,28.0000,28.0,7.0,月卡,汤姆与杰利,猫和老鼠
1412,jrBIzurAEP1679035460357,DzJaWsUnmj1682498374804,trex,22.00,21.9900,22.0,5.0,月卡,,
1413,zOGXLpMHQc1612921864427,ozXJRMsZDq1617853623492,trex,1.00,0.9900,1.0,1.0,周卡,汪汪队,汪汪队
1414,LXuIPRdYHg1677129711233,VDEzkVEGwq1672137250941,trex,19.00,19.0000,19.0,1.0,月卡,,
1415,BQbEuiIRLv1659950336294,BSXmafdGgF1659951344674,trex,28.00,14.0000,28.0,3.0,月卡,,
1416,sBnnJXAGXb1606285108234,XBGZjcyXaZ1606285108234,trex,1.00,0.3300,1.0,1.0,周卡,芭比,芭比
1417,MSvsBpUbFK1682651450851,QynsIojwWy1687934194585,trex,28.00,3.5000,28.0,10.0,月卡,,
1418,JRwyTDvyUx1610370360828,KOUSPLIBDE1646643546262,trex,28.00,28.0000,28.0,2.0,月卡,,
1419,HHWogIUeqK1611912236143,HehoRPwhOF1627630107177,trex,9.90,3.3000,9.9,1.0,月卡,,
1420,ZFuEAGtOHx1629880899031,JYTjSukIkn1624618560684,trex,1.00,1.0000,1.0,1.0,周卡,迷你小洞,迷你小洞
1421,mUdUHqSqfZ1611747336962,OGniYzedQh1652942659447,trex,28.00,28.0000,28.0,5.0,月卡,,猪猪侠
1422,IWWJUQKZNk1604641798409,ePhYWeVzZZ1600856680039,trex,1.00,1.0000,1.0,1.0,周卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1423,oQuNqvPiJJ1689162108850,uBzfsxQCEA1689058076007,trex,19.00,19.0000,19.0,1.0,月卡,,
1424,zdJJsEcVXs1611317557673,VAbVuTboQZ1623402502888,trex,28.00,28.0000,28.0,1.0,月卡,益智宝贝,益智宝贝
1425,tLKKIXdAiz1627042189927,BsAviIewOC1684808496474,trex,28.00,14.0000,28.0,15.0,月卡,,
1426,OedKlkIXlp1620635738569,rFNKybOSeZ1679021746927,trex,28.00,28.0000,28.0,8.0,月卡,,超级飞侠
1427,iRdDTVcUVg1611236386907,DGFAIDIqGH1600322877228,trex,19.00,19.0000,19.0,4.0,月卡,爆笑虫子,奶龙、飞狗moco等
1428,booCmTupLt1617335839554,RmGrHaFnMr1687336576024,trex,19.00,9.5000,19.0,1.0,月卡,,汪汪队
1429,NibSOuzaLS1667982133571,eMBAWLznRp1672826079824,trex,59.00,29.5000,59.0,11.0,季卡,,
1430,EPjzyYBWPr1655798857797,qQXZRXiEGv1654134324940,trex,59.00,59.0000,59.0,2.0,季卡,,
1431,VMTOdVqkZS1624341195149,LsFnqRiCvU1604458768696,trex,9.90,2.4800,9.9,1.0,月卡,喜羊羊与灰太狼,喜羊羊与灰太狼
1432,wNqhccwDIj1599823958091,NYbEHpxakL1624267161936,trex,28.00,28.0000,28.0,9.0,月卡,,
1433,jBFOZMiYPJ1611912236338,kbMIwJkJwP1672986781650,trex,1.00,1.0000,1.0,1.0,周卡,,
1434,iqfhnYJRvE1667200009493,HUttfMLhOB1663576378835,trex,1.00,0.6600,1.0,2.0,周卡,,
1435,iRdDTVcUVg1611236386907,HgCggrKDkP1629110445085,trex,28.00,14.0000,28.0,1.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
1436,AKVzBJYbhO1687937013336,sTuXtscHGg1660283881528,trex,19.00,18.9900,19.0,1.0,月卡,,
1437,VVWtwpXpTR1652319278744,UYvAfdDpMD1660794838366,trex,19.00,19.0000,19.0,1.0,月卡,,
1438,hxhmkSpAXi1670463115746,wimuVuLlFZ1683612750240,trex,59.00,47.2000,59.0,4.0,季卡,,
1439,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,trex,89.00,12.7100,89.0,1.0,季卡,奶龙、飞狗moco等,
1440,zdJJsEcVXs1611317557673,VAbVuTboQZ1623402502888,trex,1.00,1.0000,1.0,1.0,周卡,益智宝贝,益智宝贝
1441,EtoGwzMkmD1673259220418,iRdDTVcUVg1611236386907,trex,1.00,0.1100,1.0,1.0,周卡,奶龙、飞狗moco等,
1442,OHfpSPOqVR1650444348251,HUttfMLhOB1663576378835,trex,1.00,1.0000,1.0,1.0,周卡,,小猪佩奇
1443,zdJJsEcVXs1611317557673,LkttuGfByQ1687258543520,trex,28.00,28.0000,28.0,1.0,月卡,,益智宝贝
1444,VbHulUqOGv1604975827938,WJVRowjklL1605063106699,trex,9.90,9.9000,9.9,1.0,月卡,奥特曼,奥特曼
1445,XGbkFrYFub1599643696220,nrojIiBsJE1679983410692,trex,28.00,14.0000,28.0,10.0,月卡,,白雪公主
1446,LlzCBprKOR1604975827938,wEalwnxZcI1656384900332,trex,28.00,28.0000,28.0,2.0,月卡,,奥特曼
1447,HgCggrKDkP1629110445085,jnHvixajOk1673855089895,trex,19.00,18.9900,19.0,1.0,月卡,,奶龙、飞狗moco等
1448,jjWRByWdXY1600773805774,MrErPixGJB1641353528865,trex,1.00,1.0000,1.0,1.0,周卡,精灵梦叶罗丽,精灵梦叶罗丽
1449,mVFqnHMWwo1593583439097,fVWhEuYVGk1603373597958,trex,19.00,19.0000,19.0,1.0,月卡,碰碰狐,碰碰狐
1450,KcjXVeHxFj1627379019261,CyLdUkUkZH1602313839424,trex,19.00,19.0000,19.0,3.0,月卡,,
1451,slWMgbEgMt1599120789021,DwwUHwXtog1667549510255,trex,1.00,1.0000,1.0,1.0,周卡,,贝乐虎
1452,vyouLBZrvX1593583439097,qJOsiIczzB1603373597958,trex,28.00,14.0000,28.0,6.0,月卡,碰碰狐,碰碰狐
1453,VoKoTfzoMX1611144732897,zHOnUAJenH1621935529993,trex,229.00,229.0000,229.0,1.0,年卡,小公交车太友,小公交车太友
1454,mVFqnHMWwo1593583439097,fVWhEuYVGk1603373597958,trex,1.00,0.5000,1.0,2.0,周卡,碰碰狐,碰碰狐
1455,slWMgbEgMt1599120789021,DwwUHwXtog1667549510255,trex,28.00,28.0000,28.0,2.0,月卡,,贝乐虎
1456,HCldgwrfBE1632789407811,slWMgbEgMt1599120789021,trex,28.00,5.6000,28.0,3.0,月卡,贝乐虎,贝乐虎
1457,slWMgbEgMt1599120789021,toeRcqNmXs1652150665231,trex,19.00,9.5000,19.0,1.0,月卡,,贝乐虎
1458,dyILJGATFU1662601083618,nmyUqVpBlr1614164299502,replace,89.00,89.0000,89.0,1.0,季卡,汪汪队,
1459,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,replace,19.00,19.5000,19.0,1.0,月卡,奶龙、飞狗moco等,
1460,dyILJGATFU1662601083618,mvMmXYZncl1601214717245,replace,1.00,1.0000,1.0,1.0,周卡,小猪佩奇,
1461,PQHpYMGBQO1631672267988,ZjxPqCutQt1635145634427,replace,19.00,19.0000,19.0,3.0,月卡,,爆裂飞车
1462,UPdHIgVdHs1682506060206,GgiLMrSyJz1689242116239,replace,19.00,19.0000,19.0,1.0,月卡,,
1463,rSpHAEkwVa1606974409138,QrKgRSpopc1672206990692,replace,19.00,19.0000,19.0,3.0,月卡,,奶龙、飞狗moco等
1464,mvMmXYZncl1601214717245,DZnXRryQAT1601214717245,replace,9.90,9.9000,9.9,1.0,月卡,小猪佩奇,小猪佩奇
1465,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,replace,1.00,19.5000,1.0,1.0,周卡,奶龙、飞狗moco等,
1466,LsThMqauYL1676454136194,BsAviIewOC1684808496474,replace,22.00,7.3300,22.0,3.0,月卡,,
1467,ZlyxBdBTcy1618890402941,nwxBYhmlYT1604458768696,replace,1.00,1.0000,1.0,1.0,周卡,螺丝钉,
1468,WJVRowjklL1605063106699,THpNpyuawS1605063106699,replace,9.90,9.9000,9.9,1.0,月卡,奥特曼,奥特曼
1469,dcvzdwivpy1650435646286,bXRohrKyRJ1604458768696,replace,6.60,6.6000,6.6,2.0,月卡,精灵梦叶罗丽,巴啦啦小魔仙
1470,bkHXBHEHSd1672803042858,LsFnqRiCvU1604458768696,replace,19.00,19.0000,19.0,3.0,月卡,喜羊羊与灰太狼,
1471,cEQqgEBasM1612173998390,XGbkFrYFub1599643696220,replace,19.00,19.0000,19.0,5.0,月卡,白雪公主,
1472,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,replace,28.00,28.0000,28.0,2.0,月卡,,
1473,KcLUnaQzax1682498008320,kwmMztMKCr1684139625983,replace,19.00,19.0000,19.0,1.0,月卡,,
1474,ZGkMmKoyTI1684913510256,toeRcqNmXs1652150665231,replace,28.00,28.0000,28.0,2.0,月卡,,
1475,wxymBqFvqn1673440600121,BsAviIewOC1684808496474,replace,22.00,7.3300,22.0,3.0,月卡,,
1476,bEEhOnpmbd1672716920019,rdvElZlHBp1617853621014,trex,19.00,19.0000,19.0,1.0,月卡,汪汪队,
1477,booCmTupLt1617335839554,ENvQjXwyjB1623117703882,trex,69.00,69.0000,69.0,6.0,季卡,汪汪队,汪汪队
1478,EcjztyVhJg1689303456414,DZnXRryQAT1601214717245,trex,89.00,89.0000,89.0,1.0,季卡,小猪佩奇,
1479,TWLFYaSwzS1615262192462,qJOsiIczzB1603373597958,trex,1.00,1.0000,1.0,1.0,周卡,碰碰狐,超级宝贝JoJo
1480,iRdDTVcUVg1611236386907,jrBIzurAEP1679035460357,,229.00,,229.0,3.0,年卡,,奶龙、飞狗moco等
1481,jBFOZMiYPJ1611912236338,acZMEasvmY1632971111574,,1.00,,1.0,1.0,周卡,奥特曼,
1482,vrAcfLPSTg1612259931793,acZMEasvmY1632971111574,,28.00,,28.0,2.0,月卡,奥特曼,猫和老鼠
1483,dyILJGATFU1662601083618,jrBIzurAEP1679035460357,,55.00,,55.0,3.0,季卡,,
1484,RqVmIZkcKv1690860161766,jrBIzurAEP1679035460357,,19.00,19.0000,19.0,1.0,月卡,,
1485,QtVxlMBLWz1688620704695,RqVmIZkcKv1690860161766,,19.00,19.0000,19.0,1.0,月卡,,
1486,ZqGePDDFuI1604975827938,acZMEasvmY1632971111574,,22.00,60.5000,22.0,3.0,月卡,奥特曼,奥特曼
1487,YxzAKuUshH1626675808774,jrBIzurAEP1679035460357,,229.00,,229.0,3.0,年卡,,
1488,aRLZSyMOfh1602741471734,acZMEasvmY1632971111574,,9.90,,9.9,1.0,月卡,奥特曼,小猪佩奇
1489,CCTCLxMrbY1612921864880,RqVmIZkcKv1690860161766,,28.00,,28.0,1.0,月卡,,汪汪队
1490,HgCggrKDkP1629110445085,RqVmIZkcKv1690860161766,,28.00,,28.0,2.0,月卡,,奶龙、飞狗moco等
1491,HgCggrKDkP1629110445085,RqVmIZkcKv1690860161766,,19.00,,19.0,1.0,月卡,,奶龙、飞狗moco等
1492,KcLUnaQzax1682498008320,jrBIzurAEP1679035460357,,1.00,0.3300,1.0,1.0,周卡,,
1493,IWWJUQKZNk1604641798409,RqVmIZkcKv1690860161766,,19.00,,19.0,1.0,月卡,,奶龙、飞狗moco等
1494,DZnXRryQAT1601214717245,RqVmIZkcKv1690860161766,,1.00,,1.0,1.0,周卡,,小猪佩奇
1495,tYmxOqASVi1676865807136,tftfYiDenv1658217865573,,28.00,,28.0,1.0,月卡,,
1496,wEalwnxZcI1656384900332,RqVmIZkcKv1690860161766,,28.00,,28.0,1.0,月卡,,
1497,GgiLMrSyJz1689242116239,EcjztyVhJg1689303456414,,1.00,1.0000,1.0,1.0,周卡,,
1498,jBFOZMiYPJ1611912236338,acZMEasvmY1632971111574,,1.00,9.5000,1.0,1.0,周卡,奥特曼,
1499,WkUZVBNcWC1610977284673,TWLFYaSwzS1615262192462,,9.90,,9.9,1.0,月卡,超级宝贝JoJo,西游记
1500,dcFXccjtWN1670988679451,jrBIzurAEP1679035460357,,19.00,,19.0,1.0,月卡,,
1501,EcjztyVhJg1689303456414,acZMEasvmY1632971111574,,28.00,,28.0,5.0,月卡,奥特曼,
1502,HTzlrpzuJO1683191028027,RqVmIZkcKv1690860161766,,28.00,,28.0,1.0,月卡,,
1503,jrBIzurAEP1679035460357,tftfYiDenv1658217865573,,188.00,,188.0,1.0,半年卡,,
1504,nmyUqVpBlr1614164299502,jrBIzurAEP1679035460357,,28.00,,28.0,2.0,月卡,,汪汪队
1505,HgCggrKDkP1629110445085,tftfYiDenv1658217865573,,1.00,,1.0,2.0,周卡,,奶龙、飞狗moco等
1506,tftfYiDenv1658217865573,tftfYiDenv1658217865573,,1.00,43.8000,1.0,5.0,周卡,,
1507,rJdwVasGff1682500608404,jrBIzurAEP1679035460357,,1.00,0.3300,1.0,1.0,周卡,,
1508,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,,1.00,43.8000,1.0,5.0,周卡,,
1509,EtoGwzMkmD1673259220418,tftfYiDenv1658217865573,,1.00,43.8000,1.0,1.0,周卡,,
1510,psnjdscMSY1660272863433,tftfYiDenv1658217865573,,19.00,,19.0,2.0,月卡,,
1511,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,,28.00,43.8000,28.0,3.0,月卡,,
1512,EtoGwzMkmD1673259220418,RqVmIZkcKv1690860161766,,28.00,,28.0,2.0,月卡,,
1513,WJVRowjklL1605063106699,acZMEasvmY1632971111574,,28.00,9.5000,28.0,4.0,月卡,奥特曼,奥特曼
1514,kuXVRCZCyd1626427259368,acZMEasvmY1632971111574,,19.00,,19.0,15.0,月卡,奥特曼,
1515,pMxQesImTX1670400960633,TWLFYaSwzS1615262192462,,1.00,,1.0,2.0,周卡,超级宝贝JoJo,
1516,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,,28.00,43.8000,28.0,3.0,月卡,,
1517,tvFfwdYQPJ1607597946533,acZMEasvmY1632971111574,,28.00,,28.0,3.0,月卡,奥特曼,奥特曼
1518,MYqzwTgTUJ1670464318083,RqVmIZkcKv1690860161766,,28.00,,28.0,1.0,月卡,,
1519,MQnaVoXBZX1660287133534,jrBIzurAEP1679035460357,,1.00,0.3300,1.0,1.0,周卡,,
1520,dLcicjTbwF1649745740340,iMqQfFgHwC1623988608360,trex,1.00,0.3300,1.0,1.0,周卡,猪猪侠,
1521,VbHulUqOGv1604975827938,mhQkIYDPrM1667219598585,trex,28.00,28.0000,28.0,12.0,月卡,,奥特曼
1522,fVWhEuYVGk1603373597958,BebfPMtgEu1593583439097,trex,59.00,59.0000,59.0,4.0,季卡,碰碰狐,碰碰狐
1523,RqVmIZkcKv1690860161766,acZMEasvmY1632971111574,trex,1.00,0.2000,1.0,2.0,周卡,奥特曼,
1524,BgKcPvXLXJ1662518439420,odyGDGhQHO1685005508605,trex,1.00,0.2500,1.0,1.0,周卡,,
1525,bAlxVCrUOE1672803001188,bkHXBHEHSd1672803042858,trex,1.00,0.5000,1.0,1.0,周卡,,
1526,TCRIMIGtkQ1639750411266,qBjIiYvaRx1639748806395,trex,19.00,19.0000,19.0,1.0,月卡,,
1527,dyILJGATFU1662601083618,RISpVxzCeC1601006304441,trex,19.00,19.0000,19.0,1.0,月卡,小猪佩奇,
1528,DGFAIDIqGH1600322877228,RqVmIZkcKv1690860161766,trex,19.00,19.0000,19.0,1.0,月卡,,爆笑虫子
1529,gkadmUpzpe1608707396724,EDQcJsSxyT1653966782749,trex,229.00,76.3300,229.0,1.0,年卡,,宝宝巴士
1530,wMEEnMvdoD1666159316172,DSqlNniICr1659660636482,trex,55.00,55.0000,55.0,3.0,季卡,,
1531,jjWRByWdXY1600773805774,MrErPixGJB1641353528865,trex,19.00,19.0000,19.0,1.0,月卡,精灵梦叶罗丽,精灵梦叶罗丽
1532,ZUFQzIPCcF1629290662965,CbhSAfsajB1645413503066,trex,1.00,1.0000,1.0,1.0,周卡,,超级宝贝JoJo
1533,MWZcEBrdZi1605063106699,FxokcHJvjW1600773805774,trex,59.00,59.0000,59.0,2.0,季卡,精灵梦叶罗丽,小花仙
1534,RHsYUILlUq1612437423274,tAPiuQvFQQ1628498102849,trex,28.00,14.0000,28.0,5.0,月卡,,
1535,NAxbUgMrki1653536124186,slWMgbEgMt1599120789021,trex,28.00,28.0000,28.0,9.0,月卡,贝乐虎,
1536,acZMEasvmY1632971111574,VNJkxQHFny1656470142305,trex,19.00,19.0000,19.0,12.0,月卡,,奥特曼
1537,KcLUnaQzax1682498008320,NnQgRrCbUM1678426187097,trex,89.00,89.0000,89.0,15.0,季卡,,
1538,iwBMvInumP1661852642779,ProLezfZzw1661852677940,trex,55.00,55.0000,55.0,10.0,季卡,,
1539,HuJbgNwwnX1599643696219,YVagfbyNdJ1599643696219,trex,19.00,19.0000,19.0,9.0,月卡,亲宝,亲宝
1540,GWgdirnldY1603438435115,bOXjUMSMOO1612259931993,trex,1.00,0.5000,1.0,1.0,周卡,猫和老鼠,猫和老鼠
1541,pCeoFEoXMf1614679351826,zgVnnnvbsh1614679351891,trex,9.90,9.9000,9.9,1.0,月卡,爱探险的朵拉,爱探险的朵拉
1542,nmyUqVpBlr1614164299502,GkBOKeylnA1657184869174,trex,28.00,27.9900,28.0,3.0,月卡,,汪汪队
1543,jAGHvKfxCC1601282023158,OVLoaUHGrG1604043122785,trex,1.00,1.0000,1.0,2.0,周卡,小猪佩奇,小猪佩奇
1544,qnZvXRfUbb1636635369928,hAxWrTEXXT1636635532255,trex,19.00,38.0000,19.0,1.0,月卡,,
1545,gpzttiXrjK1641437134605,GWlbjbkVsz1666318415690,trex,28.00,28.0000,28.0,2.0,月卡,,
1546,HgCggrKDkP1629110445085,EtoGwzMkmD1673259220418,trex,1.00,0.5000,1.0,1.0,周卡,,奶龙、飞狗moco等
1547,PXUwGlNsIc1626166643184,nUGNvKkDYp1669184286989,trex,1.00,1.0000,1.0,1.0,周卡,,超级飞侠
1548,RqVmIZkcKv1690860161766,iRdDTVcUVg1611236386907,trex,19.00,5.4200,19.0,2.0,月卡,奶龙、飞狗moco等,
1549,DGFAIDIqGH1600322877228,ByMjdbFTLz1688528858213,trex,1.00,1.0000,1.0,1.0,周卡,,爆笑虫子
1550,KxhaIjvoPk1615544367694,RXKhriOpdo1592553565482,trex,1.00,1.0000,1.0,3.0,周卡,,小猪佩奇
1551,RqVmIZkcKv1690860161766,acZMEasvmY1632971111574,trex,19.00,9.5000,19.0,1.0,月卡,奥特曼,
1552,vWCdcOMTzr1627554143428,uPbTilIYZz1627554143770,trex,1.00,1.0000,1.0,2.0,周卡,,
1553,MPJxFrTdVN1609897895618,CgiXixbcDG1617689537381,trex,1.00,1.0000,1.0,23.0,周卡,熊出没,熊出没
1554,OHZdzDTNiy1684129436588,KOUSPLIBDE1646643546262,trex,28.00,28.0000,28.0,4.0,月卡,,
1555,WtQiXszITT1628070668771,mvMmXYZncl1601214717245,trex,9.90,9.9000,9.9,1.0,月卡,小猪佩奇,小猪佩奇
1556,ggoFrRXzUg1612352550146,UYkvqXUbhF1605167479239,trex,1.00,1.0000,1.0,2.0,周卡,汪汪队,趣盒子
1557,DVnOIQRNcb1636635455424,qnZvXRfUbb1636635369928,trex,1.00,1.0000,1.0,1.0,周卡,,
1558,FLggGAZUwG1608707396724,EDQcJsSxyT1653966782749,trex,229.00,76.3300,229.0,1.0,年卡,,宝宝巴士
1559,hJDzvLsDob1658713011849,ZLBJuLEVSD1611236386394,trex,1.00,0.3300,1.0,9.0,周卡,,
1560,xGOuQqrDhj1672030794752,YLdPMFfCYq1641886501615,trex,19.00,19.0000,19.0,2.0,月卡,,
1561,YLdPMFfCYq1641886501615,VnukKzayCX1672030917761,trex,19.00,6.3300,19.0,5.0,月卡,,
1562,vuvjOYRqRg1625796564355,YLdPMFfCYq1641886501615,trex,1.00,1.0000,1.0,1.0,周卡,,
1563,RqVmIZkcKv1690860161766,iRdDTVcUVg1611236386907,trex,1.00,60.0000,1.0,1.0,周卡,奶龙、飞狗moco等,
1564,sPcwnSXlGU1620732962872,EchyzHkvNH1605063106699,trex,19.00,19.0000,19.0,2.0,月卡,奥特曼,奥特曼
1565,iRdDTVcUVg1611236386907,rSpHAEkwVa1606974409138,trex,1.00,1.0000,1.0,1.0,周卡,奶龙、飞狗moco等,奶龙、飞狗moco等
