,aid,title,year,types,themes_cleaned,scores_cleaned,emotion_tags_cut,emotion_scores_cut,emo_size,theme_size
264,mzc00200iqbbtj2,星光,,['短片' '公益' '剧情'],"['公益与救助', '家庭与团圆', '传递爱心']","[10.0, 9.0, 8.0]",['爱心'],[5.0],1,3
265,hz9rig11i48d82k,6级暴逃,2006,['犯罪' '冒险' '动作'],['困境与挑战'],[10.0],[],[],0,1
266,l9vxrwfdjcw1q4g,速度与激情8,2017,['惊悚' '冒险' '犯罪' '动作'],"['家庭与团圆', '重拾信任', '信任']","[10.0, 9.0, 9.0]",[],[],0,3
267,9e5hjtvqupqirv9,哈利·波特与凤凰社,2007,['奇幻' '冒险' '悬疑'],"['正义与邪恶', '团结', '信念与勇气']","[10.0, 9.0, 8.0]",[],[],0,3
268,vujz34qxqt9en53,最后的巫师猎人,2015,['奇幻' '冒险' '动作' '惊悚'],"['人类与魔法生物的冲突', '正义与邪恶']","[9.0, 8.0]",[],[],0,2
269,mzc00200zlh907s,人生大事,2022,['剧情' '家庭'],"['家庭与团圆', '成长与自我发现']","[9.0, 8.0]",['悲伤'],[2.7],1,2
270,mxwqna0wtgezxzk,逃学威龙,1991,['爱情' '喜剧' '动作' '搞笑'],"['友谊', '青春与成长', '自我发现']","[9.0, 9.0, 8.0]","['欢乐', '喜悦', '幽默']","[9.0, 9.0, 8.0]",3,3
271,babks6vmrn25n9c,哥斯拉大战金刚,2021,['冒险' '科幻' '动作'],"['人类与自然的关系', '生存与挑战', '英雄与责任']","[10.0, 9.0, 8.0]",[],[],0,3
272,mzc00200kzadcff,龙马精神,2022,['剧情' '喜剧' '动作'],"['父子/父女', '自我成长', '勇气与冒险']","[10.0, 9.0, 8.0]","['喜悦', '鼓舞']","[5.4, 4.8]",2,3
273,8s49xy13vfyjwt9,武林志,1983,['剧情' '武侠' '动作'],"['忠诚与团结', '江湖武侠', '传统与现代']","[10.0, 9.0, 8.0]",['爱国'],[4.0],1,3
274,7wq86ys99hc01pp,精灵旅社3：疯狂假期,2018,['搞笑' '奇幻' '喜剧' '家庭' '冒险' '动画'],"['家庭与团圆', '友谊', '成长与自我发现']","[10.0, 9.0, 8.0]","['欢乐', '治愈', '友爱']","[4.5, 4.0, 3.5]",3,3
275,3xk72twalaqaku0,鬼吹灯之寻龙诀,2015,['剧情' '动作' '奇幻' '悬疑' '冒险'],"['探险精神', '古墓探险', '历史与文明']","[10.0, 9.0, 8.0]",[],[],0,3
276,mzc0020054n0bmo,魔法满屋,2021,['奇幻' '歌舞' '动画'],"['信任', '成长与自我发现', '勇气与决心']","[10.0, 9.0, 8.0]",['治愈'],[5.4],1,3
277,y05hg2qd2l2zdfr,战上海,1959,['战争' '剧情'],"['爱国主义', '信念与坚持', '爱国情怀']","[10.0, 9.0, 8.0]",['爱国'],[2.64],1,3
278,o0f74f0c3ko4yvl,隧道尽头,2016,['悬疑' '惊悚' '剧情' '犯罪'],"['困境与挑战', '信任与背叛', '勇气与决定']","[10.0, 9.0, 8.0]",[],[],0,3
279,3a4nqq7sz38l8dy,无敌鸳鸯腿,1989,['武侠' '动作'],"['武侠精神', '师徒关系', '正义与邪恶']","[10.0, 9.0, 8.0]",['痛苦'],[3.6],1,3
280,usn93zzxuhn26xl,撞车,2004,['惊悚' '剧情' '伦理' '犯罪'],"['种族歧视与平等', '冲突与和解', '人性']","[10.0, 9.0, 8.0]",[],[],0,3
281,7602nm4jmkudj24,三进山城,1965,['战争' '剧情'],"['正义与清明', '勇气与决定', '民族荣誉']","[10.0, 9.0, 8.0]","['壮志', '友爱', '荣耀', '残忍', '痛苦', '绝望']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4]",6,3
282,u2vil3ov0xt1ojw,董存瑞,1955,['传记' '战争' '剧情'],"['英勇无畏', '牺牲精神', '忠诚与承诺']","[10.0, 9.0, 8.0]",['爱国'],[3.5],1,3
283,cezngt65nqkg580,玩具总动员3,2010,['奇幻' '喜剧' '儿童' '家庭' '冒险' '动画'],"['友谊与成长', '亲情与成长', '勇气与决心']","[9.5, 9.0, 8.5]",['治愈'],[3.5],1,3
284,ln9dn13frbxaqjf,杀破狼2,2015,['剧情' '犯罪' '动作'],"['正义与邪恶', '忠诚与承诺', '勇气与决定']","[10.0, 9.0, 8.0]","['压迫', '敬意']","[2.72, 2.72]",2,3
285,mzc002003vpbryd,白蛇2：青蛇劫起,2021,['奇幻' '冒险' '动画'],"['守护与捍卫', '勇敢面对困境', '信任']","[10.0, 9.0, 8.0]",['压抑'],[2.97],1,3
286,fwb4i1h9dq3rw7p,整蛊专家,1991,['喜剧' '爱情' '搞笑'],"['信任', '真爱与选择']","[9.0, 8.0]","['欢乐', '喜悦', '幽默', '嫉妒', '愤怒']","[5.4, 4.8, 4.2, 2.4, 2.0]",5,2
287,mzc00200189u0ml,势不可挡,2020,['战争' '犯罪' '动作'],"['团队合作', '勇气与决定', '国家荣誉']","[10.0, 9.0, 9.0]",[],[],0,3
288,mzc00200ru5uzko,反击,2021,['剧情' '动作'],"['正义与清明', '忠诚与团结', '勇气与决定']","[10.0, 9.0, 8.0]",[],[],0,3
289,ldl1811bamppdrd,阿凡达,2009,['冒险' '战争' '科幻' '动作'],"['环保意识', '人类与自然的关系', '文化冲突']","[10.0, 9.0, 8.0]","['压迫', '壮志', '意外', '残忍']","[2.97, 2.72, 2.64, 2.38]",4,3
290,3kmmeqthao19tcg,活死人黎明,2004,['恐怖' '剧情' '动作' '科幻' '惊悚'],"['生存与挑战', '生死抉择', '灾难与生存']","[10.0, 9.0, 8.0]",[],[],0,3
291,6bzhcrxr6kw4s9v,刘三姐,1960,['戏曲' '剧情' '爱情' '歌舞' '音乐'],"['民间传说与传统文化', '歌舞与民间艺术', '爱情与抉择']","[10.0, 9.0, 8.0]","['荣耀', '敬意', '压迫']","[3.6, 3.2, 2.8]",3,3
292,mz2mzmmuts9r75o,猫和老鼠：迷失之龙,2014,['喜剧' '动画'],"['信任', '团队合作', '勇气与决心']","[9.5, 9.0, 8.5]","['喜悦', '欢乐', '轻松', '紧张']","[3.6, 3.2, 2.8, 2.4]",4,3
293,jssqz5j14v0aje6,鲨滩,2016,['惊悚' '剧情' '冒险' '灾难'],"['生存与挑战', '勇气与决定', '人类与自然的关系']","[10.0, 9.0, 8.0]",[],[],0,3
294,92lbu34b5yvzel6,2012,2009,['灾难' '科幻'],"['生存与挑战', '灾难与生存', '环境与自然']","[10.0, 9.0, 9.0]",[],[],0,3
295,4x8gnafucvl6plp,恐怖旅馆,2012,['惊悚' '喜剧' '恐怖'],['黑暗喜剧'],[9.0],['诡异'],[4.0],1,1
296,mzc002006i6ax31,山神,2021,['奇幻' '动作'],"['民间信仰', '神话与传说', '勇气与决心']","[10.0, 9.0, 8.0]","['残暴', '惨烈']","[2.97, 2.97]",2,3
297,ldketr321juvl9z,七天七夜,1962,['战争' '剧情'],"['生死抉择', '勇气与决定', '忠诚与团结']","[10.0, 9.0, 9.0]","['壮志', '敬意', '惨烈', '痛苦']","[5.4, 4.8, 4.2, 3.6]",4,3
298,mpunzefntvd889a,赛尔号大电影3之战神联盟,2013,['冒险' '儿童' '动画'],"['信任', '勇气与决心', '团队合作']","[10.0, 9.0, 9.0]","['荣耀', '喜悦']","[4.5, 4.0]",2,3
299,mzc00200hkng1au,猪猪侠大电影·恐龙日记,2021,['动画' '儿童' '家庭'],"['儿童与成长', '友谊', '家庭与团圆']","[10.0, 9.0, 9.0]",['友爱'],[2.97],1,3
300,mzc00200b0v0xae,我是霸王龙,,['冒险' '动画'],"['成长与自我发现', '信任', '勇敢面对困境']","[10.0, 9.0, 8.0]",[],[],0,3
301,0psszmdu9yyngb4,武状元苏乞儿,1992,['搞笑' '动作' '喜剧' '武侠' '古装'],"['忠诚与承诺', '勇气与决心', '道义与法律']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '幽默']","[9.0, 8.0, 7.0]",3,3
302,mzc00200n933dbd,赶尸人,2022,['悬疑' '惊悚' '恐怖'],"['民间信仰', '阴谋与权谋', '灵异现象']","[10.0, 9.0, 8.0]","['痛苦', '好奇']","[5.4, 2.4]",2,3
303,ktvomvijdm6s9zb,鬼妈妈,2009,['动作' '惊悚' '奇幻' '家庭' '冒险' '动画'],"['亲情与成长', '勇气与决心', '友谊']","[9.0, 8.0, 8.0]","['诡异', '好奇', '压抑']","[2.997, 2.664, 2.331]",3,3
304,8aoxuf6nhwgcqni,昨日青空,2018,['动画' '爱情'],"['青春与成长', '真爱与选择', '信任']","[10.0, 9.0, 9.0]","['温馨', '治愈', '幸福']","[4.5, 4.0, 3.5]",3,3
305,dcxp2falmg4zujt,功夫熊猫,2008,['冒险' '喜剧' '动画' '动作'],"['自信与成长', '勇气与决心', '忍耐与智慧']","[10.0, 9.0, 9.0]",['欢乐'],[5.0],1,3
306,e04k8j8aso5wzv5,五台山奇情,1989,['剧情' '武侠' '动作' '古装'],"['忠诚与承诺', '信任与背叛', '师徒关系']","[10.0, 9.0, 8.0]",['残暴'],[2.997],1,3
307,mzc00200m5qhh38,兵临城下-虎贲,2021,['战争' '剧情'],"['民族荣誉', '勇气与决心', '团队合作']","[10.0, 9.0, 9.0]",[],[],0,3
308,t5jqhgw8pix81mw,泰坦尼克号,1998,['灾难' '剧情' '爱情'],"['生死抉择', '真爱与牺牲']","[10.0, 9.0]","['感动', '悲伤', '浪漫']","[2.97, 2.72, 2.64]",3,2
309,we35g3aduiwkudp,大鱼海棠,2016,['奇幻' '剧情' '动画'],"['生命和死亡', '信任', '勇气与冒险']","[10.0, 9.0, 8.0]","['悲伤', '痛苦']","[3.06, 2.97]",2,3
310,h188mdjtrh3up22,湄公河行动,2016,['剧情' '犯罪' '动作'],"['民族荣誉', '勇气与决定', '反恐任务']","[10.0, 9.0, 8.0]",['残忍'],[2.38],1,3
311,ofowcngdvx2beyr,赤警威龙,2013,['惊悚' '犯罪' '动作'],"['正义与邪恶', '警察与侦探']","[9.0, 8.0]",['残忍'],[4.5],1,2
312,mzc00200oyyo9sz,诛烬枭亡,,['悬疑' '剧情' '犯罪' '动作'],"['法律与正义', '勇气与决定', '警察与侦探']","[10.0, 9.0, 8.0]",[],[],0,3
313,mzc00200fm703jw,黄庙村·地宫美人,2021,['戏曲' '爱情' '惊悚' '亲情' '悬疑' '冒险'],"['文化与传承', '真爱与选择', '家庭矛盾与和解']","[10.0, 9.0, 8.0]",[],[],0,3
314,jzibmktk53rsf58,决战中途岛,2019,['战争' '剧情' '历史' '动作'],"['勇气与决心', '团队合作', '国家荣誉']","[10.0, 9.0, 8.0]",[],[],0,3
315,i4eka2292ezykbr,郓城攻坚战,2013,['战争' '剧情'],"['团队合作', '勇气与决定', '战争与和平']","[10.0, 9.0, 8.0]",[],[],0,3
316,mzc00200ce4e8gi,信条,2020,['科幻' '惊悚' '剧情' '动作'],"['奇幻与超自然', '探索与冒险', '时间错乱']","[10.0, 9.0, 9.0]","['好奇', '紧张', '壮志']","[2.97, 2.97, 2.97]",3,3
317,v4re9xte29okqed,魔发奇缘,2010,['奇幻' '冒险' '喜剧' '动画'],"['成长与自我发现', '友谊', '勇气与决心']","[10.0, 9.0, 8.0]",['喜悦'],[4.8],1,3
318,fu8hbim4scxitqa,猪猪侠之勇闯巨人岛,2014,['冒险' '喜剧' '动画'],"['成长与自我发现', '信任', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
319,mzc00200bevg9ru,我是女特警,2022,['犯罪' '剧情' '动作'],"['女性力量与平等', '勇气与冒险', '忠诚与团结']","[10.0, 9.0, 8.0]",[],[],0,3
320,0nasecmksx6wm5x,湖杀令,2015,['战争' '剧情'],"['人性', '信任与背叛']","[9.0, 8.0]",[],[],0,2
321,mzc00200ln1dq42,小美人鱼的奇幻冒险,2021,['奇幻' '冒险' '动画'],"['成长与自我发现', '信任', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
322,5sxnu5ivzlsibil,绝命追杀,2017,['犯罪' '剧情' '爱情' '动作'],"['复仇与救赎', '信任与背叛']","[10.0, 9.0]","['痛苦', '压抑', '友爱', '孤独']","[4.5, 4.0, 4.0, 3.5]",4,2
323,p1b9pagnp1glf2z,决胜时刻,2019,['传记' '战争' '剧情' '历史'],"['民族荣誉', '团队合作', '勇气与决定']","[10.0, 9.0, 8.0]","['自豪', '爱国']","[5.4, 4.8]",2,3
324,zatx0zuk94d9aru,头号玩家,2018,['冒险' '科幻' '动作'],"['虚拟现实与现实冲突', '科技与未来']","[10.0, 9.0]",[],[],0,2
325,wfjbf3qrp4skrsi,狂暴飞车,2011,['动作' '奇幻' '科幻' '惊悚' '犯罪'],"['复仇与救赎', '信任与背叛', '汽车文化']","[9.0, 8.0, 8.0]","['紧张', '愤怒', '痛苦']","[6.75, 5.25, 4.5]",3,3
326,qlwkm4rxu15zocu,大天使,2005,['悬疑' '惊悚' '剧情'],"['宗教和信仰', '神秘与恐惧', '真相与谎言']","[10.0, 9.0, 8.0]","['好奇', '压迫', '紧张']","[3.06, 2.72, 2.64]",3,3
327,mzc00200upu5qi1,画皮,2022,['奇幻' '爱情' '古装'],"['民间信仰', '神话与传说', '真爱与选择']","[10.0, 9.0, 8.0]","['爱心', '温馨', '痛苦']","[2.666, 2.333, 2.333]",3,3
328,r76vhwod2ok8nvo,哆啦A梦：新·大雄的日本诞生,2016,['冒险' '动画' '科幻'],"['信任', '成长与自我发现']","[10.0, 9.0]","['欢乐', '快乐', '友爱']","[4.5, 4.0, 3.5]",3,2
329,7m14vtdrrg3xr78,头脑特工队,2015,['冒险' '喜剧' '动画'],"['心理与健康', '成长与自我发现', '自我接受']","[10.0, 9.0, 8.0]",['失落'],[3.4],1,3
330,li46pwpo3e4rsbr,怪兽大学,2013,['搞笑' '奇幻' '喜剧' '冒险' '励志' '动画'],"['信任', '成长与自我发现', '团队合作']","[10.0, 9.0, 8.0]",[],[],0,3
331,x5ul2annjsbcwh8,三傻大闹宝莱坞,2009,['歌舞' '剧情' '喜剧' '爱情'],"['信任', '自我发现', '教育改革']","[10.0, 9.0, 8.0]","['友爱', '欢笑']","[5.0, 4.5]",2,3
332,iuqjzco94vf6onl,蜘蛛侠3,2007,['冒险' '科幻' '动作'],"['英雄与责任', '牺牲与奉献', '人性']","[10.0, 9.0, 8.0]","['愤怒', '敬意', '遗憾', '压抑']","[4.5, 4.5, 4.0, 4.0]",4,3
333,re851a1a1ti97db,智取华山,1953,['战争'],"['民族荣誉', '勇气与决定', '忠诚与团结']","[10.0, 9.0, 9.0]",[],[],0,3
334,mzc00200dbxh3vn,屋内有人,2022,['惊悚' '恐怖'],[],[],"['焦虑', '紧张']","[11111111.0, 1111111.0]",2,0
335,4fpqmlbx4dfdyjk,八子,2019,['战争' '历史' '动作'],"['民族荣誉', '勇气与决定', '忠诚与团结']","[10.0, 9.0, 8.0]","['荣耀', '敬意', '惨烈', '痛苦']","[5.0, 4.5, 4.0, 4.0]",4,3
336,mzc002004a6kjax,探探猫人鱼公主,2021,['冒险' '喜剧' '动画'],"['信任', '成长与自我发现', '勇气与决心']","[10.0, 9.5, 9.0]","['欢乐', '喜悦']","[3.6, 3.2]",2,3
337,2z2zpmtxsz8cima,猪猪侠之终极决战,2015,['冒险' '喜剧' '动画'],"['成长与自我发现', '信任', '勇气与决心']","[10.0, 9.0, 8.0]","['欢乐', '喜悦']","[3.6, 3.2]",2,3
338,hgv5czzj2i1bc81,平原游击队,1955,['战争' '剧情'],"['团结与支持', '勇敢面对困境', '爱国主义']","[10.0, 9.0, 8.0]","['壮志', '敬意', '残忍', '痛苦']","[3.6, 3.2, 2.8, 2.7]",4,3
339,mzc0020063gdypv,神探大战,2022,['悬疑' '犯罪' '动作'],"['正义与邪恶', '死亡审判']","[10.0, 8.0]","['残忍', '紧张']","[4.0, 3.6]",2,2
340,mzc00200q4y81fb,巨兽狂蟒,2021,['爱情' '惊悚' '动作' '亲情' '冒险'],"['生死抉择', '人类与自然的关系', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
341,mzc00200qa6e0k8,悬崖之上,2021,['悬疑' '剧情' '动作'],"['忠诚与团结', '团队合作', '正义与清明']","[10.0, 9.0, 8.0]","['紧张', '壮志', '焦虑', '敬意']","[4.5, 4.5, 4.0, 4.0]",4,3
342,0nrhtcuq0vc2vwe,终极代码,2021,['科幻' '剧情' '犯罪' '动作'],"['科技与未来', '信任与背叛', '真相与谎言']","[10.0, 9.0, 8.0]","['好奇', '焦虑', '振奋', '痛苦', '意外', '压迫', '敬意']","[3.4, 3.4, 3.06, 3.06, 2.97, 2.72, 2.72]",7,3
343,mzc00200rv9rhcz,发丘天官：昆仑墟,2021,['奇幻' '冒险' '动作'],"['神话与传说', '探险精神', '文化与传承']","[10.0, 9.0, 9.0]",[],[],0,3
344,ge1vg9evjfeb6l0,夏洛特烦恼,2015,['喜剧' '爱情' '搞笑'],"['成长与自我发现', '友谊', '时空错位']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '快乐']","[6.3, 5.6, 4.9]",3,3
345,mzc0020097ffb0b,危险境地,2021,['犯罪' '动作'],"['困境与挑战', '信任与背叛', '勇敢面对困境']","[10.0, 9.0, 8.0]",[],[],0,3
346,mzc002004s4a3gv,扫黑行动,,['剧情' '犯罪' '动作'],"['犯罪与黑帮', '正义与邪恶', '法律与正义']","[10.0, 9.0, 8.0]",[],[],0,3
347,ymd11vs48hwpxlq,对抗性游戏,1995,['惊悚' '动作'],"['身份错置', '信任']","[10.0, 8.0]",['紧张'],[2.97],1,2
348,mzc00200f8t46th,捍战2,2020,['战争' '动作'],"['团队合作', '正义与清明', '勇气与决定']","[10.0, 9.0, 9.0]",[],[],0,3
349,evdfe8z0vie5g79,绝色霸王花,2018,['冒险' '动作'],"['江湖武侠', '女性力量与平等', '勇气与决定']","[10.0, 9.0, 8.0]",[],[],0,3
350,zxsr2hae16abq7v,妈妈咪鸭,2018,['喜剧' '儿童' '家庭' '冒险' '动画'],"['成长与自我发现', '信任', '乐观向上']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '温馨']","[4.5, 4.0, 3.5]",3,3
351,mzc00200i8egfzh,永生之战,2020,['剧情' '喜剧' '动作'],"['生死抉择', '牺牲和奉献', '勇气与决定']","[10.0, 9.0, 8.0]","['欢乐', '幽默', '轻松', '诡异']","[5.4, 4.8, 4.2, 2.0]",4,3
352,sixf5demwk331r9,生化危机1：变种生还,2002,['科幻' '恐怖' '动作'],"['生死抉择', '人类与生化病毒的关系', '勇气与决心']","[10.0, 9.0, 8.0]","['好奇', '绝望']","[2.64, 2.64]",2,3
353,mzc00200qzcp52i,巨兽来袭3,2021,['灾难' '冒险'],"['生存与挑战', '环境与自然', '团队合作']","[10.0, 9.0, 8.0]",[],[],0,3
354,mzc00200b6clv1r,航海王：红发歌姬,,['奇幻' '冒险' '动画' '动作'],"['友谊', '勇气与决心']","[9.0, 8.0]","['欢乐', '鼓舞', '爱心']","[4.5, 4.0, 3.5]",3,2
355,rvlzi7qnutpdbzt,倚天屠龙记之魔教教主,1993,['奇幻' '武侠' '动作' '古装'],"['师徒关系', '信任与背叛', '武术传承']","[10.0, 9.0, 9.0]","['压迫', '友爱', '壮志', '痛苦']","[4.0, 4.0, 3.5, 3.5]",4,3
356,mzc002009wjce17,夏日友晴天,2021,['奇幻' '冒险' '喜剧' '动画'],"['友谊与成长', '勇气与决心', '忠诚与团结']","[10.0, 9.0, 8.0]","['欢乐', '快乐', '友爱']","[4.5, 4.0, 3.5]",3,3
357,2m5reall3p0yj8r,举起手来2：追击阿多丸号,2010,['喜剧' '搞笑'],"['信任', '勇敢面对困境', '警察与侦探']","[10.0, 9.0, 8.0]",[],[],0,3
358,mzc002004p2rulj,人之怒,2021,['犯罪' '动作'],"['复仇与救赎', '犯罪与黑帮', '正义与邪恶']","[10.0, 9.0, 8.0]","['愤怒', '痛苦', '压迫']","[4.5, 4.0, 3.5]",3,3
359,xzmnv3swnpgal73,独立连,2015,['战争' '剧情'],"['团队合作', '勇气与决定', '战争与和平']","[10.0, 9.0, 8.0]","['自豪', '悲痛', '意外', '失落', '紧张', '难过']","[4.0, 3.5, 3.0, 2.4, 2.4, 2.1]",6,3
360,c3jiqn1oso8knul,巴啦啦小魔仙之魔箭公主,2015,['奇幻' '冒险' '儿童' '家庭'],"['成长与自我发现', '勇气与决心', '信任']","[10.0, 9.0, 9.0]",[],[],0,3
361,42jsycn38fyp43c,地雷战,1962,['战争' '剧情'],"['勇气与决心', '团队合作', '人性']","[10.0, 9.0, 8.0]","['残暴', '荣耀', '痛苦', '壮志', '爱国']","[3.06, 2.97, 2.72, 2.64, 2.31]",5,3
362,nlzqp4s3lmyeaxa,蜘蛛侠2,2004,['犯罪' '冒险' '科幻' '动作'],"['勇气与决心', '英雄与责任', '真爱与选择']","[10.0, 9.5, 9.0]",['痛苦'],[3.2],1,3
363,5egkp0vwbap6fwc,大偷袭,2005,['战争' '剧情' '动作'],"['团队合作', '勇气与决定']","[9.0, 8.0]",['残忍'],[3.06],1,2
364,mzc00200qlqx97g,明日之战,2021,['冒险' '科幻' '动作'],"['人类与外星生物交流', '家庭与团圆', '生死抉择']","[10.0, 9.0, 8.0]",['残忍'],[2.333],1,3
365,v5xp0zxo1t4v9l5,超人总动员2,2018,['动作' '喜剧' '家庭' '冒险' '动画'],"['家庭与团圆', '勇气与决心', '团队合作']","[10.0, 9.0, 8.0]","['喜悦', '温馨']","[9.0, 8.0]",2,3
366,m20odai8wamehbj,英雄儿女,1964,['战争' '剧情'],"['民族荣誉', '牺牲和奉献', '勇气与决心']","[10.0, 9.0, 8.0]",['悲痛'],[1.6],1,3
367,8lvnb7aiio1crpd,看不见的客人,2016,['悬疑' '惊悚' '剧情' '犯罪'],"['复仇与救赎', '信任与背叛']","[9.0, 8.0]","['失落', '焦虑']","[6.75, 5.25]",2,2
368,80fzo63z9z0bd14,突袭,2011,['惊悚' '犯罪' '动作'],"['警察与侦探', '勇气与决定', '犯罪与黑帮']","[10.0, 9.0, 8.0]",['残忍'],[2.38],1,3
369,mzc002001nvvp2p,末日震颤,2018,['灾难' '剧情'],"['生存与挑战', '灾难与生存', '勇气与决心']","[10.0, 9.0, 8.0]","['紧张', '失落']","[111111111.0, 11111111.0]",2,3
370,0d8p2kdcczokrll,特种部队2：全面反击,2013,['科幻' '冒险' '动作'],"['团队合作', '勇气与决心', '正义与邪恶']","[10.0, 9.0, 8.0]","['紧张', '壮志', '震惊', '荣耀']","[2.97, 2.72, 2.64, 2.38]",4,3
371,1xo5pr6qqwpr23t,龙潭虎穴,2003,['惊悚' '剧情' '犯罪' '动作'],"['忠诚与团结', '勇气与决定', '信任']","[10.0, 9.0, 8.0]","['焦虑', '紧张']","[4.5, 4.5]",2,3
372,ynynna2w2idaae1,玩命快递,2002,['惊悚' '犯罪' '动作'],"['挑战', '信任与背叛']","[10.0, 9.0]",[],[],0,2
373,lqoxvyv6a23jo9o,明日战记,2022,['科幻' '动作'],"['环境与自然', '人类与外星生物交流', '团队合作']","[10.0, 9.0, 8.0]",['绝望'],[4.5],1,3
374,eyk0369bvo1laag,八卦宗师,2012,['武侠' '动作' '古装'],"['传统武术', '师徒关系', '正义与邪恶']","[10.0, 9.0, 8.0]","['悲伤', '敬意', '痛苦', '荣耀']","[4.5, 4.5, 4.0, 4.0]",4,3
375,5w4vn5eqtmj5i1n,连体阴,2007,['惊悚' '剧情' '恐怖'],"['灵异现象', '阴阳冲突']","[9.0, 8.0]",['悲伤'],[8.0],1,2
376,rn99bl5zqhd3doc,超级兵王混农村2古墓传说,2016,['悬疑' '剧情' '喜剧' '动作'],"['勇气与决心', '文化与传承']","[9.0, 8.0]","['荣耀', '鼓舞', '好奇', '压迫', '冷酷', '温馨', '焦虑']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4, 2.1]",7,2
377,w7ju7urc1x4w3jc,复仇者联盟2：奥创纪元,2015,['奇幻' '冒险' '科幻' '动作'],"['团队合作', '英雄与责任', '人工智能']","[10.0, 9.0, 8.0]","['自豪', '壮志', '好奇', '焦虑', '意外', '失落']","[3.6, 3.2, 2.8, 2.7, 2.4, 2.1]",6,3
378,sg5p4qp1s6jbyj8,无间道,2002,['剧情' '动作' '悬疑' '惊悚' '犯罪'],"['正义与邪恶', '信任与背叛', '忠诚与承诺']","[10.0, 9.5, 9.0]","['黑暗', '沉重', '壮志', '敬意']","[3.4, 3.06, 2.97, 2.72]",4,3
379,mzc002009qfqpu0,人潮汹涌,2021,['喜剧' '犯罪'],"['黑暗喜剧', '犯罪与智慧']","[9.0, 8.0]",['轻松'],[2.38],1,2
380,mzc002000umo476,交换人生,2023,['奇幻' '喜剧' '家庭'],"['身份对调', '亲情与成长', '信任']","[10.0, 9.0, 8.0]","['温馨', '感动']","[4.5, 4.0]",2,3
381,mzc002001enqqft,血战摩苏尔,2019,['战争'],"['团队合作', '军事行动', '勇敢面对困境']","[10.0, 9.0, 9.0]","['愤怒', '自豪', '震撼', '痛苦', '荣耀']","[5.0, 4.5, 4.5, 4.0, 4.0]",5,3
382,9ikkuz4o8ejavdc,雷神3：诸神黄昏,2017,['奇幻' '冒险' '动作'],"['家族纷争', '神话与传说', '英雄与责任']","[10.0, 9.0, 8.0]",['兴奋'],[2.8],1,3
383,qb91gf5pjhaae2k,南京！南京！,2009,['战争' '剧情' '历史'],"['战争与和平', '历史与文明', '勇气与决定']","[10.0, 9.0, 8.0]","['悲伤', '焦虑']","[9.0, 7.0]",2,3
384,r9umzdo0yjelfg1,绿皮书,2018,['传记' '剧情' '喜剧'],"['种族歧视与平等', '信任', '文化差异']","[10.0, 9.0, 8.0]","['感动', '温馨']","[3.333, 3.0]",2,3
385,mzc00200awcmu74,英叔之古墓狂魔,2022,['奇幻' '悬疑' '恐怖' '动作'],"['正邪交锋', '挑战', '勇气与决定']","[10.0, 9.0, 8.0]",['诡异'],[3.06],1,3
386,dv5yilkkceg6zop,无敌破坏王2：大闹互联网,2018,['奇幻' '冒险' '喜剧' '动画'],"['信任', '成长与自我发现', '虚拟现实与现实冲突']","[10.0, 10.0, 9.0]","['温馨', '兴奋']","[4.8, 4.2]",2,3
387,vp7rkyci1f56wm1,潘菲洛夫28勇士,2016,['战争' '剧情' '历史'],"['团队合作', '牺牲和奉献', '忠诚与承诺']","[10.0, 9.0, 8.0]",['悲伤'],[2.72],1,3
388,5bactpuyxmoppwv,诱狼,2015,['战争' '剧情'],"['牺牲与奉献', '信任与背叛', '勇气与决定']","[10.0, 9.0, 8.0]","['爱国', '压迫', '残暴', '荣耀']","[3.3, 3.06, 2.97, 2.72]",4,3
389,mzc002004qqok3i,利刃出鞘,2019,['剧情' '喜剧' '悬疑' '惊悚' '犯罪'],"['黑暗喜剧', '家族秘密']","[9.0, 8.0]","['欢乐', '紧张', '幽默']","[2.667, 2.667, 2.333]",3,2
390,zre6b16v7k93yn7,夺宝奇兵3,1989,['冒险' '动作'],"['团队合作', '勇气与决心', '探险精神']","[10.0, 9.0, 8.0]",['兴奋'],[4.0],1,3
391,8tczv7v80zlaoqc,眼镜蛇,1986,['犯罪' '惊悚' '动作'],"['正义与邪恶', '勇气与决定', '信任与背叛']","[10.0, 9.0, 9.0]","['壮志', '焦虑', '敬意', '紧张']","[4.5, 4.0, 4.0, 3.5]",4,3
392,ieplqn01hus0r1c,鹰王,1971,['剧情' '武侠' '动作' '古装'],"['忠诚与团结', '正义与邪恶', '师徒关系']","[10.0, 9.0, 8.0]",['感动'],[2.31],1,3
393,eaa7qkjmlecfnp1,何以为家,2018,['剧情' '儿童' '家庭'],"['社会责任与关爱', '儿童权益', '家庭矛盾与和解']","[10.0, 9.0, 8.0]","['绝望', '痛苦', '压抑', '爱心']","[3.4, 3.06, 2.72, 2.64]",4,3
