,aid,title,year,types,tags_theme,scores_theme,theme_tag,tags_emotion,scores_emotion
513,d7wpdfq82ma9mo5,战场,1949,['战争' '剧情' '动作'],"['勇气与决定', '战争与和平', '忠诚与承诺', '团结与支持', '信念与坚持', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['勇气', '决定', '战争', '和平', '忠诚', '承诺', '团结', '支持', '信念', '坚持', '生死抉择']","['勇敢', '二战', '生死', '爱国', '危险', '坚持', '欧美影片']","[2.97, 2.97, 2.97, 2.64, 2.64, 2.31, 2.31]"
514,yo4mqjh2fiufgx6,特务风云,2006,['悬疑' '惊悚' '剧情'],"['间谍活动', '信任与背叛', '国家荣誉', '真相与谎言', '勇气与决定']","[10.0, 9.0, 8.0, 6.0, 6.0]","['间谍活动', '信任', '背叛', '国家荣誉', '真相', '谎言', '勇气', '决定']","['爱国', '勇敢', '正义', '政治', '阴谋', '危险', '复仇']","[3.6, 3.2, 2.8, 1.8, 1.8, 1.6, 1.4]"
515,b7luyjhoyiuhg6v,黄飞鸿,1991,['剧情' '爱情' '动作' '武侠' '古装'],"['民族荣誉', '武术传承', '师徒关系', '忠诚与团结', '勇敢面对困境', '传统与现代']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['民族荣誉', '武术传承', '师徒关系', '忠诚', '团结', '勇敢面对困境', '传统', '现代']","['壮志', '勇气', '回忆', '愤怒', '荣耀', '自省', '悲壮', '平静', '沉重']","[3.6, 3.2, 3.0, 3.0, 2.8, 2.4, 2.4, 2.1, 2.1]"
516,mzc002008yq8kj2,山海经之再见怪兽,2022,['奇幻' '冒险' '动画'],"['成长与自我发现', '友谊', '奇幻与超自然', '困境与挑战', '救赎', '神话与传说']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['成长与自我发现', '友谊', '奇幻与超自然', '困境', '挑战', '救赎', '神话', '传说']","['勇气', '希望', '友爱', '焦虑', '痛苦', '恐惧']","[3.6, 3.2, 2.8, 2.4, 2.1, 1.8]"
517,mzc002007ilyny0,银河宝贝,2021,['冒险' '喜剧' '动画' '动作'],"['信任', '自我成长', '勇敢面对困境', '乐观向上', '团队合作']","[10.0, 9.0, 8.0, 6.0, 5.0]","['信任', '自我成长', '勇敢面对困境', '乐观向上', '团队合作']","['拯救', '勇敢', '团结', '危险', '机器人', '危机', '能源危机']","[4.5, 4.0, 4.0, 1.6, 1.4, 1.4, 1.4]"
518,mzc00200o1afivn,绝对忠诚之国家利益,2020,['悬疑' '剧情' '犯罪' '动作'],"['爱国主义', '忠诚与团结', '犯罪与黑帮', '政治与权力', '牺牲与奉献', '勇气与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['爱国主义', '忠诚', '团结', '犯罪', '黑帮', '政治', '权力', '牺牲', '奉献', '勇气', '冒险']","['爱国', '勇敢', '团结', '警匪', '危险', '阴谋']","[4.0, 3.6, 3.2, 2.0, 1.8, 1.6]"
519,siubyl6cjudi7nt,007之黑日危机,1999,['惊悚' '冒险' '动作'],"['政治与权力', '信任与背叛', '信任与背叛', '科技与未来', '勇气与冒险', '真相与谎言']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['政治', '权力', '信任', '背叛', '科技', '未来', '勇气', '冒险', '真相', '谎言']","['欧美影片', '恐怖份子', '勇敢', '危险', '正义', '特工', '阴谋', '团结']","[3.06, 3.06, 2.97, 2.72, 2.64, 2.38, 2.38, 2.31]"
520,upahky9ze49u5qy,灰姑娘,1950,['爱情' '奇幻' '歌舞' '家庭' '动画'],"['女性力量与平等', '友谊', '自我与成长', '忠诚与承诺', '真爱与选择', '勇气与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['女性力量与平等', '友谊', '自我', '成长', '忠诚', '承诺', '真爱', '选择', '勇气', '冒险']","['幸福', '喜悦', '温馨', '失落', '回忆', '痛苦', '平静', '伤心']","[4.0, 3.6, 3.2, 1.2, 0.9, 0.9, 0.6, 0.6]"
521,mzc002001m5wxlo,名侦探柯南：绯色的子弹,2021,['悬疑' '冒险' '动画' '动作'],"['友谊', '真相与谎言', '忠诚与承诺', '探索与冒险', '科技与未来', '犯罪与黑帮']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]","['友谊', '真相', '谎言', '忠诚', '承诺', '探索', '冒险', '科技', '未来', '犯罪', '黑帮']","['团结', '勇敢', '正义', '危险', '阴谋', '险恶']","[3.2, 2.8, 2.8, 1.2, 1.0, 0.8]"
522,mzc00200vkdojwu,九叔之夜行疯魔,2021,['搞笑' '剧情' '动作' '爱情' '喜剧' '悬疑' '惊悚'],"['困境与挑战', '勇气与冒险', '信任']","[9.0, 8.0, 7.0]","['困境', '挑战', '勇气', '冒险', '信任']","['好奇', '恐惧', '幽默', '回忆', '喜悦', '自省', '欢乐']","[3.06, 3.06, 2.97, 2.72, 2.64, 2.38, 2.31]"
523,mzc0020068esiww,这么多年,2022,['剧情' '家庭' '爱情'],"['青春与成长', '真爱与选择', '女性力量与平等', '自我与成长']","[10.0, 9.0, 8.0, 7.0]","['青春', '成长', '真爱', '选择', '女性力量与平等', '自我']","['救赎', '压抑', '青春', '重男轻女', '成长', '逃离']","[2.8, 1.6, 1.4, 1.4, 1.2, 1.2]"
524,f1m28hyp9ebwrrs,危险关系,2012,['剧情' '爱情'],"['真爱与选择', '信任与背叛', '权力与欲望', '信任与背叛', '真相与谎言']","[10.0, 9.0, 8.0, 7.0, 6.0]","['真爱', '选择', '信任', '背叛', '权力', '欲望', '真相', '谎言']","['阴谋', '民国', '危险', '复仇']","[3.06, 2.72, 2.72, 2.38]"
525,ykvscyzl46pi5xc,三十二,2014,['纪录片' '历史'],"['女性力量与平等', '信念与坚持', '社会平等', '文化与传承']","[10.0, 9.0, 9.0, 8.0]","['女性力量与平等', '信念', '坚持', '社会平等', '文化', '传承']","['勇敢', '生死', '坚持', '中国电影', '痛苦', '爱国', '阴谋']","[3.0, 3.0, 2.667, 2.667, 2.667, 2.333, 2.333]"
526,mzc00200pcxqtjm,追虎擒龙,2021,['剧情' '犯罪' '动作'],"['犯罪与黑帮', '忠诚与承诺', '信任']","[9.5, 9.0, 8.5]","['犯罪', '黑帮', '忠诚', '承诺', '信任']","['勇气', '痛苦', '壮志', '悲痛', '敬意', '压迫', '残暴']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5, 3.0]"
527,ztnpctziozsz5y5,金刚,2005,['爱情' '动作' '奇幻' '科幻' '冒险'],"['人与自然', '生死与牺牲', '探索与冒险', '文明与野蛮', '真爱与选择', '勇气与信念']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['人与自然', '生死', '牺牲', '探索', '冒险', '文明', '野蛮', '真爱', '选择', '勇气', '信念']","['勇敢', '拯救', '危险', '险恶']","[3.6, 2.8, 1.6, 1.2]"
528,mzc00200sega1nv,纸人回魂,,['悬疑' '惊悚' '恐怖' '亲情'],"['亲情疏远与和解', '信仰与迷信', '复仇与正义', '超自然现象', '面对过去']","[9.0, 8.0, 7.0, 6.0, 6.0]","['亲情疏远与和解', '信仰', '迷信', '复仇', '正义', '超自然现象', '面对过去']","['诡异', '追求真相']","[5.0, 4.5]"
529,pg8g3luz3l2b8ap,旺角卡门,1988,['爱情' '剧情' '犯罪'],"['友谊', '犯罪与黑帮', '忠诚与承诺', '真爱与选择']","[10.0, 9.0, 8.0, 7.0]","['友谊', '犯罪', '黑帮', '忠诚', '承诺', '真爱', '选择']","['黑道', '危险', '友情', '港台电影', '复仇', '团结']","[2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
530,4e62aswdyxgxfzw,小羊肖恩,2015,['搞笑' '喜剧' '家庭' '冒险' '动画'],"['友谊', '成长与挑战', '创新与反传统', '团结与支持', '忠诚与团结']","[10.0, 9.0, 8.0, 6.0, 5.0]","['友谊', '成长', '挑战', '创新与反传统', '团结', '支持', '忠诚']","['欢乐', '快乐', '勇气']","[6.75, 6.0, 5.25]"
531,0ioqy4gkt8ofxyb,一次邂逅,2014,['剧情' '爱情'],"['友谊', '自我与成长', '真爱与选择', '勇气与冒险']","[9.0, 8.0, 7.0, 6.0]","['友谊', '自我', '成长', '真爱', '选择', '勇气', '冒险']","['幸福', '自省', '背叛', '温馨', '回忆', '平静', '沉重', '伤心', '欢乐']","[2.97, 2.97, 2.97, 2.64, 2.64, 2.64, 2.64, 2.64, 2.31]"
532,f0hpbdumljle878,从今以后,2010,['奇幻' '悬疑' '剧情'],"['信任', '生命与死亡', '勇气与冒险', '家庭关系', '亲情与成长', '忠诚与承诺']","[10.0, 9.0, 9.0, 8.0, 7.0, 6.0]","['信任', '生命', '死亡', '勇气', '冒险', '家庭关系', '亲情', '成长', '忠诚', '承诺']","['心理', '离别', '欧美影片', '生死', '失去']","[4.0, 4.0, 3.5, 3.5, 3.5]"
533,amh0eyw7h6neicm,中国警花,2018,['犯罪' '动作'],"['女性力量与平等', '信任', '勇气与冒险', '忠诚与承诺', '犯罪与黑帮']","[10.0, 9.0, 9.0, 9.0, 8.0]","['女性力量与平等', '信任', '勇气', '冒险', '忠诚', '承诺', '犯罪', '黑帮']","['正能量', '勇气', '烂片', '友爱', '演技差', '中国电影', '紧张']","[3.0, 2.667, 2.667, 2.333, 2.333, 2.0, 2.0]"
534,ikn7z1dc8a2td8v,猎杀U-571,2000,['战争' '剧情' '历史' '动作'],"['勇气与冒险', '团结与支持', '忠诚与承诺', '真相与谎言', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0]","['勇气', '冒险', '团结', '支持', '忠诚', '承诺', '真相', '谎言', '战争', '和平']","['二战', '生死', '勇敢', '欧美影片', '危险', '团结', '潜艇', '阴谋', '拯救']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
535,mzc00200knknya1,X特遣队：全员集结,,,"['团结与支持', '牺牲和奉献', '忠诚与承诺', '勇气与冒险', '信念与坚持', '勇气和决心']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['团结', '支持', '牺牲和奉献', '忠诚', '承诺', '勇气', '冒险', '信念', '坚持', '勇气和决心']","['危险', '勇敢', '特工', '阴谋', '团结', '军事', '复仇', '正义']","[3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
536,8p1dsqa7or7t3b8,昆虫总动员,2014,['奇幻' '冒险' '动画' '家庭'],"['环境与自然', '团结与支持', '勇气与冒险', '自我与成长', '亲情与关怀', '灾难与生存']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['环境', '自然', '团结', '支持', '勇气', '冒险', '自我', '成长', '亲情', '关怀', '灾难', '生存']","['勇敢', '友爱']","[4.5, 4.0]"
537,rncu53356gkxc7q,狼牙,2008,['惊悚' '动作'],"['忠诚与团结', '勇气与冒险', '忠诚与承诺', '牺牲和奉献', '军事行动', '团队合作']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['忠诚', '团结', '勇气', '冒险', '承诺', '牺牲和奉献', '军事行动', '团队合作']","['勇气', '紧张', '温馨', '恐惧', '痛苦']","[4.5, 4.0, 3.5, 3.5, 3.0]"
538,badtu5g5bfdpxx8,特警出击,1992,['剧情' '犯罪' '动作'],"['犯罪与黑帮', '勇气与冒险', '忠诚与承诺', '牺牲和奉献', '信任', '家庭与团圆']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['犯罪', '黑帮', '勇气', '冒险', '忠诚', '承诺', '牺牲和奉献', '信任', '家庭', '团圆']","['警匪', '危险', '阴谋', '团结', '正义', '险恶', '勇敢']","[3.4, 3.4, 3.06, 2.97, 2.97, 2.72, 2.64]"
539,5frrueiimmg47zt,海底总动员,2003,['喜剧' '亲情' '家庭' '冒险' '动画'],"['父子/父女', '成长与挑战', '团结与支持']","[10.0, 9.0, 7.0]","['父子/父女', '成长', '挑战', '团结', '支持']","['勇气', '恐惧', '感动', '焦虑', '欢乐', '失落']","[4.0, 4.0, 3.5, 3.5, 3.0, 3.0]"
540,b7gf4r21y642xhh,荒野猎人,2016,['西部' '剧情' '动作' '惊悚' '冒险'],"['困境与挑战', '环境与自然', '复仇与正义', '勇气与决心', '信念与坚持', '信任与背叛']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['困境', '挑战', '环境', '自然', '复仇', '正义', '勇气', '决心', '信念', '坚持', '信任', '背叛']","['勇气', '生存', '恐惧', '壮志', '回忆', '悲痛', '荣耀', '意外', '绝望']","[3.0, 3.0, 3.0, 2.667, 2.667, 2.667, 2.333, 2.333, 2.333]"
541,mzc002008qs60ue,尖峰对决之古墓神兵,2022,['冒险' '剧情' '动作'],"['探索与冒险', '忠诚与承诺', '勇气与冒险', '神话与传说']","[10.0, 9.0, 8.0, 7.0]","['探索', '冒险', '忠诚', '承诺', '勇气', '神话', '传说']","['勇气', '壮志']","[4.0, 3.5]"
542,mzc00200bvhfqvo,老虎,2020,['悬疑' '犯罪'],"['困境与挑战', '信任', '犯罪与黑帮', '忠诚与承诺', '真相与谎言', '冲突与和解']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['困境', '挑战', '信任', '犯罪', '黑帮', '忠诚', '承诺', '真相', '谎言', '冲突', '和解']","['拯救', '警匪', '危险', '团结', '阴谋', '勇敢', '险恶']","[2.97, 2.97, 2.97, 2.64, 2.64, 2.31, 2.31]"
543,lm6i5mbxn5njiuk,摧花狂魔,1993,['惊悚' '情色' '犯罪' '动作'],"['犯罪与黑帮', '真相与谎言', '冲突与和解']","[10.0, 9.0, 8.0]","['犯罪', '黑帮', '真相', '谎言', '冲突', '和解']","['残忍', '恐慌', '残暴']","[4.5, 4.0, 3.5]"
544,3k0pikhlunqinuv,哈利波特3阿兹卡班的囚徒,2004,['奇幻' '冒险'],"['青春与成长', '团结与支持', '勇气与冒险', '友谊', '敌对与和解', '魔法与超自然']","[10.0, 9.0, 9.0, 9.0, 8.0, 8.0]","['青春', '成长', '团结', '支持', '勇气', '冒险', '友谊', '敌对', '和解', '魔法与超自然']","['友爱', '勇气', '敬意', '好奇', '恐惧', '回忆', '愤怒', '自省', '背叛']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4, 2.4, 2.1, 2.1]"
545,mzc00200wos82ci,特种兵归来4替身疑云,2021,['剧情' '动作' '悬疑' '冒险' '犯罪'],"['困境与挑战', '勇气与冒险', '犯罪与黑帮', '信任', '冲突与和解', '忠诚与团结']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['困境', '挑战', '勇气', '冒险', '犯罪', '黑帮', '信任', '冲突', '和解', '忠诚', '团结']","['正义', '勇敢', '军事', '阴谋', '团结', '危险']","[3.3, 2.97, 2.97, 2.97, 2.64, 2.64]"
546,amm50h77h5eufsu,西游记之大闹天宫(环绕声版),2014,['奇幻' '动作'],"['神话与传说', '文化与传承', '勇气与冒险', '忠诚与承诺', '探索与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0]","['神话', '传说', '文化', '传承', '勇气', '冒险', '忠诚', '承诺', '探索']","['痛苦', '友谊', '愤怒', '勇气', '背叛', '喜悦', '欢乐']","[3.06, 2.72, 2.72, 2.64, 2.38, 2.31, 2.31]"
547,mdmlytvejpqc1h6,航班蛇患,2006,['惊悚' '灾难' '恐怖' '动作'],"['生存与挑战', '团结与支持']","[10.0, 9.0]","['生存', '挑战', '团结', '支持']","['紧张', '惊慌']","[4.0, 3.5]"
548,mzc00200z19pfwv,铁道英雄,2021,['战争' '剧情' '历史' '动作'],"['忠诚与团结', '牺牲和奉献', '勇气与冒险', '家庭与团圆']","[10.0, 9.0, 8.0, 7.0]","['忠诚', '团结', '牺牲和奉献', '勇气', '冒险', '家庭', '团圆']","['勇敢', '爱国', '生死', '危险']","[4.5, 4.0, 1.8, 1.4]"
549,mzc00200hy5k8gn,你好世界,2019,['科幻' '动画' '爱情'],"['科技与未来', '真爱与选择', '探索与冒险', '自我与成长']","[10.0, 9.0, 8.0, 7.0]","['科技', '未来', '真爱', '选择', '探索', '冒险', '自我', '成长']","['生死', '拯救', '离别', '时光穿梭', '挫折', '勇敢']","[3.06, 2.97, 2.72, 2.38, 2.38, 2.31]"
550,tphyx6noqtfv27x,指环王3：王者无敌,2004,['剧情' '动作' '奇幻' '战争' '冒险'],"['勇气与冒险', '忠诚与团结', '牺牲和奉献', '政治与权力', '友谊']","[10.0, 9.0, 9.0, 8.0, 8.0]","['勇气', '冒险', '忠诚', '团结', '牺牲和奉献', '政治', '权力', '友谊']","['勇敢', '团结', '拯救', '危险', '阴谋', '恶与丑']","[3.6, 3.2, 3.2, 1.6, 1.4, 1.4]"
551,mzc002001hf5rsh,雪山飞狐之塞北宝藏,2022,['古装' '武侠' '爱情' '动作'],"['复仇与正义', '忠诚与承诺', '江湖武侠']","[10.0, 9.0, 8.0]","['复仇', '正义', '忠诚', '承诺', '江湖武侠']","['勇敢', '复仇', '热血', '危险', '阴谋']","[2.7, 2.7, 2.4, 2.4, 2.1]"
552,irm7k17d6svopo2,谍影重重,2002,['悬疑' '惊悚' '剧情' '动作'],"['身份迷失', '信任与背叛', '遗忘与寻找真相', '信任与背叛', '政治与权力']","[10.0, 9.0, 9.0, 8.0, 8.0]","['身份迷失', '信任', '背叛', '遗忘与寻找真相', '政治', '权力']","['勇敢', '坚持', '信任', '危险', '追求真相', '阴谋', '复仇']","[3.6, 3.2, 2.8, 1.8, 1.6, 1.6, 1.4]"
553,mzc00200s0eidih,怒火·重案,2021,['犯罪' '动作'],"['信任与背叛', '困境与挑战', '犯罪与黑帮', '冲突与和解']","[10.0, 9.0, 8.0, 7.0]","['信任', '背叛', '困境', '挑战', '犯罪', '黑帮', '冲突', '和解']","['残忍', '愤怒', '绝望']","[9.0, 9.0, 9.0]"
554,mzc00200zewt7x3,荒原,,['冒险' '剧情'],['生死抉择'],[10.0],['生死抉择'],"['探险', '生死', '勇敢', '危险', '团结', '人生', '困境', '坚持']","[3.06, 3.06, 2.97, 2.72, 2.64, 2.38, 2.38, 2.31]"
555,gothgwl98bmq6es,帕克,2013,['剧情' '爱情' '动作' '惊悚' '犯罪'],"['复仇与正义', '信任与背叛', '真爱与选择', '犯罪与黑帮', '冲突与和解', '勇气与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['复仇', '正义', '信任', '背叛', '真爱', '选择', '犯罪', '黑帮', '冲突', '和解', '勇气', '冒险']","['复仇', '暴力']","[9.0, 8.0]"
556,3ra71k2p5igwg0o,谍影重重2,2004,['冒险' '剧情' '动作' '悬疑' '惊悚'],"['身份迷失', '真相与谎言', '信任与背叛', '政治与权力', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0]","['身份迷失', '真相', '谎言', '信任', '背叛', '政治', '权力', '生死抉择']","['勇气', '回忆', '痛苦', '悲伤', '绝望']","[2.97, 2.72, 2.72, 2.72, 2.38]"
557,hsv9ls8shxr11rr,福星高照,1985,['喜剧' '动作'],"['团结与支持', '友谊', '非亲生家庭关系']","[10.0, 9.0, 8.0]","['团结', '支持', '友谊', '非亲生家庭关系']","['幽默', '欢乐', '欢笑']","[0.0, 0.0, 0.0]"
558,grmowmhegobesnk,鬼4虐,2008,['惊悚' '恐怖'],['灵异现象'],[10.0],['灵异现象'],"['现代', '危险', '泰国电影', '阴谋']","[4.5, 4.5, 3.0, 3.0]"
559,k32hjm2sjpiaswy,玛丽与魔女之花,2017,['奇幻' '冒险' '动画'],"['女性力量与平等', '青春与成长', '勇气与冒险', '魔法与超自然', '神话与传说']","[10.0, 9.0, 9.0, 8.0, 8.0]","['女性力量与平等', '青春', '成长', '勇气', '冒险', '魔法与超自然', '神话', '传说']","['勇气', '友爱', '好奇', '魔法', '神秘', '成长', '危险', '探险', '恐惧']","[3.6, 3.2, 2.8, 1.2, 1.2, 1.0, 1.0, 0.8, 0.8]"
560,5sm9f610glx1ag6,警察故事,1985,['惊悚' '喜剧' '犯罪' '动作'],"['正义与邪恶', '勇气与冒险', '真相与谎言', '困境与挑战']","[10.0, 8.0, 7.0, 6.0]","['正义', '邪恶', '勇气', '冒险', '真相', '谎言', '困境', '挑战']","['勇气', '经典', '警匪', '敬意', '港台电影', '复仇']","[2.97, 2.97, 2.64, 2.31, 2.31, 2.31]"
561,ndvahl88ql5yowm,马达加斯加的企鹅,2014,['搞笑' '喜剧' '儿童' '家庭' '冒险' '动画'],"['团结与合作', '信任', '勇敢与冒险', '友谊', '成长与自我发现', '动物主题']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['团结', '合作', '信任', '勇敢', '冒险', '友谊', '成长与自我发现', '动物主题']","['拯救', '勇敢', '成长', '阴谋', '复仇', '危险']","[5.0, 4.5, 4.0, 0.0, 0.0, 0.0]"
562,yxip3tbhucl183g,王牌,2014,['悬疑' '战争' '剧情'],"['信任', '牺牲和奉献', '勇敢与冒险', '生死抉择', '团结与合作']","[10.0, 9.0, 8.0, 7.0, 6.0]","['信任', '牺牲和奉献', '勇敢', '冒险', '生死抉择', '团结', '合作']","['爱国', '残忍', '勇气', '绝望', '敬意', '压抑']","[3.0, 3.0, 2.667, 2.667, 2.333, 2.333]"
563,77lhyhogdsbobp1,铁道游击队,1956,['战争' '剧情'],"['爱国主义', '信任', '牺牲与奉献', '生死抉择', '团结与合作', '勇敢与冒险']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['爱国主义', '信任', '牺牲', '奉献', '生死抉择', '团结', '合作', '勇敢', '冒险']","['爱国', '勇敢', '团结', '抗日战争', '危险', '生死', '阴谋']","[5.0, 4.5, 4.0, 2.0, 2.0, 1.8, 1.6]"
564,mzc00200zl51cd8,异兽战场,2021,['灾难' '动作'],"['生存与挑战', '环境与自然', '团结与合作', '勇气与决心', '人与自然的斗争']","[9.0, 8.0, 8.0, 7.0, 7.0]","['生存', '挑战', '环境', '自然', '团结', '合作', '勇气', '决心', '人与自然的斗争']","['救援', '现代', '科学', '勇敢', '危险', '团结']","[2.97, 2.72, 2.72, 2.64, 2.38, 2.31]"
565,xv0kqtauy4972gp,闻香识女人,1992,['剧情' '励志' '爱情'],"['成长与自我发现', '勇气与决心', '信任', '友谊', '信任', '信念与坚持']","[10.0, 9.0, 9.0, 9.0, 8.0, 8.0]","['成长与自我发现', '勇气', '决心', '信任', '友谊', '信念', '坚持']","['勇气', '感激', '希望', '成长', '失落', '回忆', '绝望', '自省', '压抑']","[3.6, 3.2, 3.2, 2.7, 2.7, 2.4, 2.4, 2.1, 2.1]"
566,j22edv0k6xtn65p,毒战,2013,['剧情' '犯罪' '动作'],"['信任与背叛', '犯罪与黑帮', '复仇与正义', '勇气与决心', '团结与合作', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['信任', '背叛', '犯罪', '黑帮', '复仇', '正义', '勇气', '决心', '团结', '合作', '生死抉择']","['警匪', '危险', '勇敢', '港台电影', '阴谋', '团结']","[3.4, 3.4, 2.97, 2.72, 2.72, 2.64]"
567,1x49wgmnw3oepkh,虎神,2014,['恐怖' '剧情' '动作' '奇幻' '科幻' '惊悚'],"['神话与传说', '父子/父女', '勇气与决心']","[10.0, 9.0, 9.0]","['神话', '传说', '父子/父女', '勇气', '决心']","['恐惧', '痛苦', '残忍']","[0.0, 0.0, 0.0]"
568,edvnkem79fre5zd,托马斯大电影之世界探险记,2018,['搞笑' '动作' '喜剧' '儿童' '家庭' '冒险' '动画'],"['友谊', '成长与自我发现', '探索与冒险', '勇气与决心', '教育', '团结与合作']","[10.0, 9.0, 9.0, 8.0, 8.0, 8.0]","['友谊', '成长与自我发现', '探索', '冒险', '勇气', '决心', '教育', '团结', '合作']","['友爱', '勇气', '喜悦']","[5.0, 4.5, 4.0]"
569,mzc00200wookd59,狼群行动2,2020,['冒险' '动作'],"['团结与合作', '爱国主义', '勇气与决心', '信任', '生存与挑战', '战争与和平']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['团结', '合作', '爱国主义', '勇气', '决心', '信任', '生存', '挑战', '战争', '和平']","['勇敢', '团结', '坚持', '军事', '生死', '危险', '中国电影', '阴谋']","[3.6, 3.2, 2.8, 1.8, 1.8, 1.6, 1.4, 1.4]"
570,mzc002003unsbng,昆仑谜宫,2021,['悬疑' '冒险' '剧情'],"['勇气与决心', '真相与谎言', '团结与合作', '父子/父女', '生死抉择']","[9.0, 8.0, 7.0, 6.0, 5.0]","['勇气', '决心', '真相', '谎言', '团结', '合作', '父子/父女', '生死抉择']","['诡异', '勇敢', '危险', '团结', '追求真相', '困境', '拯救']","[2.7, 2.4, 2.4, 2.1, 2.1, 2.1, 1.8]"
571,3oncomdhvh4talj,性本恶,2014,['剧情' '喜剧' '犯罪'],"['真相与谎言', '犯罪与黑帮', '信任与背叛']","[10.0, 9.0, 9.0]","['真相', '谎言', '犯罪', '黑帮', '信任', '背叛']","['阴谋', '危险', '欺骗']","[3.6, 3.2, 2.8]"
572,yspke2cu0qz4hg0,巨鲨大战食人鳄,2010,['灾难' '喜剧'],"['生存与挑战', '勇气与决心', '环境与自然', '团结与合作']","[9.0, 9.0, 8.0, 8.0]","['生存', '挑战', '勇气', '决心', '环境', '自然', '团结', '合作']","['生存', '勇敢', '危险', '生死']","[3.2, 2.8, 1.6, 1.0]"
573,3251a6rg7l9j5uz,刘胡兰,1950,['战争' '剧情'],"['爱国主义', '牺牲和奉献', '勇气与决心', '信任', '女性力量与平等', '战争与和平']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['爱国主义', '牺牲和奉献', '勇气', '决心', '信任', '女性力量与平等', '战争', '和平']","['老电影', '革命', '中国电影', '危险', '勇敢', '信念', '阴谋']","[3.06, 2.97, 2.72, 2.72, 2.64, 2.64, 2.38]"
574,ggjx5zs3jg1tbii,太平洋幽灵,2014,['冒险' '剧情'],"['勇气与决心', '生存与挑战', '团结与合作', '探索与冒险', '信任']","[10.0, 9.0, 9.0, 8.0, 8.0]","['勇气', '决心', '生存', '挑战', '团结', '合作', '探索', '冒险', '信任']","['生存', '勇敢', '友情', '二战', '生死', '危险', '人性', '困境']","[3.6, 3.2, 2.8, 1.4, 1.4, 1.2, 1.0, 1.0]"
575,uywqg22df6ktfmn,无敌破坏王,2012,['搞笑' '奇幻' '喜剧' '冒险' '动画'],"['成长与自我发现', '友谊', '身份迷失', '支持与鼓励', '团结与合作']","[10.0, 9.0, 8.0, 7.0, 6.0]","['成长与自我发现', '友谊', '身份迷失', '支持', '鼓励', '团结', '合作']","['振奋', '喜悦', '欢乐']","[5.4, 4.8, 4.2]"
576,qxubqmkmq2rmm5a,喋血双雄,1989,['犯罪' '惊悚' '剧情' '动作'],"['信任与背叛', '友谊', '生死抉择', '复仇与正义', '犯罪与黑帮']","[10.0, 9.0, 8.0, 7.0, 6.0]","['信任', '背叛', '友谊', '生死抉择', '复仇', '正义', '犯罪', '黑帮']","['勇敢', '暴力', '友情', '生死', '信任', '黑暗']","[2.97, 2.97, 2.64, 2.64, 2.31, 2.31]"
577,mzc002009qhgrbq,密案1922,2022,['悬疑' '惊悚'],"['身份迷失', '灵异现象', '信任与背叛']","[9.0, 8.0, 7.0]","['身份迷失', '灵异现象', '信任', '背叛']","['险恶', '民国', '诡异']","[5.0, 4.5, 4.5]"
578,wc718gxhnpfkain,喋血孤城,2010,['战争' '剧情' '历史'],"['困境与挑战', '勇气与决心', '爱国主义', '团结与合作', '牺牲和奉献', '战争与和平', '信任']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0, 5.0]","['困境', '挑战', '勇气', '决心', '爱国主义', '团结', '合作', '牺牲和奉献', '战争', '和平', '信任']","['爱国', '勇敢', '抗日战争', '团结', '生死']","[3.3, 2.97, 2.72, 2.64, 2.38]"
